date,cumDeath,new_cases
2023-01-14,14234,0.0
2023-01-15,14234,0.0
2023-01-16,14234,0.0
2023-01-17,14237,1263.0
2023-01-18,14243,0.0
2023-01-19,14243,0.0
2023-01-20,14243,0.0
2023-01-21,14243,0.0
2023-01-22,14243,0.0
2023-01-23,14243,0.0
2023-01-24,14243,0.0
2023-01-25,14244,0.0
2023-01-26,14244,0.0
2023-01-27,14244,0.0
2023-01-28,14244,0.0
2023-01-29,14244,0.0
2023-01-30,14244,807.0
2023-01-31,14244,865.0
2023-02-01,14244,0.0
2023-02-02,14244,0.0
