,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.33342,0.0302,0.2759,0.38726,1.0013
γ,0.07126,0.00705,0.05857,0.08481,1.0007
ρ,0.03042,0.00924,0.0147,0.04735,1.00101
i0,198.24132,73.48613,79.63984,339.51749,1.00228
R0,3.30761,0.37264,2.60604,3.96874,1.00035
