,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.31261,0.01954,0.27652,0.34924,1.00022
γ,0.07142,0.00713,0.05721,0.08385,1.00073
ρ,0.03041,0.00916,0.01503,0.04812,1.00158
i0,230.33478,79.77767,98.26339,378.80486,1.00138
R0,3.09638,0.28214,2.5932,3.62455,1.00153
