,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.30917,0.02296,0.26642,0.35269,1.00204
γ,0.12531,0.01218,0.10279,0.14812,1.00132
ρ,0.01672,0.00513,0.00839,0.02653,1.00142
i0,93.27368,43.07983,25.22371,173.20289,1.00245
R0,2.18723,0.17389,1.86713,2.51204,1.00058
