date,tx_pos,tx_incid,TO,R,rea,hosp,rad,dchosp,incid_rea,incid_hosp,incid_rad,incid_dchosp,conf,conf_j1,pos,esms_dc,dc_tot,pos_7j,cv_dose1,esms_cas
2021-08-03,4.2,231.31,0.263147489126137,1.14699889271547,1331,7974,392634,85480,218,818,608,57,,26829,26712,26524,112004,155241,,212772
2021-08-04,4.22,232.48,0.271055753262159,1.1201377162242,1371,8134,393129,85528,157,772,533,53,,28784,25831,26525,112053,156029,,212844
2021-08-05,4.27,233.95,0.280743376828786,1.09950676514931,1420,8210,393723,85577,150,712,598,52,,26460,25168,26528,112105,157018,,212943
2021-08-06,4.35,236.3,0.288256227758007,1.08405950934212,1458,8368,394324,85637,165,862,615,60,,25077,25837,26532,112169,158592,,213112
2021-08-07,4.37,238.17,0.298536971134836,1.07269254313695,1510,8425,394709,85669,136,482,389,32,,25755,17256,26532,112201,159845,,213112
2021-08-08,4.36,239.18,0.307631474891261,1.0643681686476,1556,8685,394910,85697,117,498,204,30,,20450,5401,26532,112229,160526,,213112
2021-08-09,4.16,241.96,0.329576907868723,1.05813084118784,1667,9022,395310,85765,230,833,407,68,,5775,36175,26539,112304,162392,,213508
2021-08-10,3.98,244.93,0.338473705021748,1.0530879718118,1712,9153,396002,85833,211,944,717,68,,28576,28708,26541,112374,164386,,213516
2021-08-11,3.83,246.76,0.344998022933966,1.0483945210773,1745,9233,396616,85886,158,773,616,54,,30920,27051,26546,112432,165614,,213671
2021-08-12,3.71,248.8,0.3572558323448,1.04324240307709,1807,9465,397162,85963,191,894,566,77,,28554,26531,26546,112509,166979,,213840
2021-08-13,3.58,247.97,0.362000790826414,1.03688851267949,1831,9546,397828,86037,188,836,681,74,,26453,25286,26562,112599,166422,,214027
2021-08-14,3.46,248.57,0.363187030446817,1.02880508901508,1837,9648,398257,86088,118,606,449,51,,24427,17667,26564,112652,166825,,214027
2021-08-15,3.45,248.27,0.366152629497825,1.01876059893571,1852,9798,398445,86132,73,399,193,44,,21172,5193,26564,112696,166625,,214027
2021-08-16,3.4,245.44,0.377224199288256,1.0067924011477,1908,10151,398924,86228,178,950,498,97,,5829,34282,26575,112803,164729,,214415
2021-08-17,3.34,240.4,0.386120996441281,0.993156528123204,1953,10219,399763,86339,245,1075,853,111,,28114,25329,26575,112914,161347,,214417
2021-08-18,3.27,234.42,0.406089363384737,0.978284922478263,2054,10336,400539,86451,299,1036,809,112,,28405,23029,26585,113036,157331,,214561
2021-08-19,3.2,227.53,0.405100830367734,0.962755086982987,2049,10392,401284,86578,186,976,778,127,,23973,21908,26587,113165,152710,,214669
2021-08-20,3.11,223.3,0.413404507710558,0.947220357312477,2091,10515,401946,86660,214,887,682,83,,22319,22443,26590,113250,149868,,214818
2021-08-21,3.07,219.22,0.416370106761566,0.93219386922762,2106,10463,402615,86789,165,805,674,146,,22636,14930,26590,113379,147128,,214818
2021-08-22,3.07,218.31,0.420719652036378,0.918005638769229,2128,10651,402848,86883,103,542,228,96,,17300,4577,26611,113494,146519,,215191
2021-08-23,3.02,211.5,0.437920126532226,0.904826564424078,2215,11007,403285,86991,235,943,447,108,,5166,29725,26612,113603,141951,,215242
2021-08-24,2.98,205.64,0.43910636615263,0.892692073689667,2221,11066,404141,87143,214,1145,871,153,,24853,21399,26616,113759,138017,,215254
2021-08-25,2.94,199.64,0.44266508501384,0.881519626971213,2239,11171,404823,87236,182,883,701,93,,23706,19001,26626,113862,133986,,215463
2021-08-26,2.92,193.53,0.447014630288652,0.871119792504758,2261,11104,405490,87343,191,741,692,110,,19683,17805,26641,113984,129887,,215565
2021-08-27,2.85,186.64,0.448793989719257,0.861227738988365,2270,11162,406229,87438,194,908,750,95,,18249,17817,26652,114090,125261,,215724
2021-08-28,2.78,181.61,0.446619217081851,0.851611514795126,2259,11052,406709,87512,119,465,493,75,,17590,11560,26652,114164,121887,,215724
2021-08-29,2.76,180.09,0.44998022933966,0.842103076106949,2276,11092,406911,87565,71,311,206,53,,13630,3558,26652,114217,120866,,215724
2021-08-30,2.63,169.28,0.452748121787268,0.832597020200568,2290,11245,407355,87663,159,725,446,98,,3795,22476,26667,114330,113615,,216058
2021-08-31,2.57,161.79,0.453143534994069,0.823047360990159,2292,11120,408275,87797,218,941,931,136,,19425,16366,26668,114465,108582,,216074
2021-09-01,2.53,156.25,0.45353894820087,0.813465107312454,2294,11119,408908,87880,187,742,641,85,,17621,15285,26680,114560,104864,,216197
2021-09-02,2.5,149.33,0.449782522736259,0.803917398724808,2275,10934,409615,87983,143,648,719,104,,15911,13161,26686,114669,100222,,216302
2021-09-03,2.46,142.29,0.446619217081851,0.794515984465732,2259,10816,410229,88076,159,624,631,95,,13466,13095,26688,114764,95498,,216402
2021-09-04,2.43,138.89,0.439501779359431,0.785367255627893,2223,10654,410710,88159,124,424,487,85,,13336,9274,26688,114847,93213,,216402
2021-09-05,2.43,137.74,0.438315539739027,0.776557044370812,2217,10644,410888,88208,60,227,177,49,,10410,2791,26688,114896,92444,,216402
2021-09-06,2.35,129.05,0.444642151047845,0.768150383482986,2249,10757,411314,88310,187,661,444,103,,3042,16639,26712,115022,86610,,216653
2021-09-07,2.27,122.1,0.446619217081851,0.760192183545519,2259,10646,412039,88418,200,761,736,120,,14534,11699,26712,115130,81947,,216659
2021-09-08,2.17,115,0.439699485962831,0.752707551114057,2224,10438,412721,88518,174,595,695,100,,12828,10522,26731,115249,77184,,216737
2021-09-09,2.09,110.21,0.433965994464215,0.74570139378765,2195,10323,413273,88621,139,554,554,104,,10969,9946,26742,115363,73970,,216836
2021-09-10,2,105.3,0.425266903914591,0.739164763003475,2151,10115,413880,88701,135,505,612,81,,9966,9798,26756,115457,70669,,216993
2021-09-11,1.91,101.22,0.42131277184658,0.733105456865398,2131,10018,414243,88747,91,322,367,47,,9601,6542,26756,115503,67933,,216993
2021-09-12,1.89,99.87,0.420917358639779,0.727559448628101,2129,10012,414405,88776,34,187,159,29,,7679,1885,26756,115532,67030,,216993
2021-09-13,1.76,92.65,0.415776986951364,0.722594001487018,2103,9986,414778,88862,116,446,381,86,,2062,11790,26767,115629,62179,,217244
2021-09-14,1.67,87.73,0.395413206801107,0.718310479219774,2000,9739,415490,88956,137,577,708,94,,10327,8403,26767,115723,58883,,217243
2021-09-15,1.6,83.82,0.387307236061684,0.714847472295433,1959,9555,416030,89033,119,452,540,79,,9144,7897,26770,115803,56255,,217297
2021-09-16,1.54,79.76,0.385923289837881,0.712384329605416,1952,9297,416554,89098,103,382,570,65,,8128,7221,26779,115877,53532,,217367
2021-09-17,1.49,76.23,0.373863187030447,0.711129369962715,1891,9070,417059,89164,81,371,520,66,,7373,7429,26805,115969,51163,,217465
2021-09-18,1.46,73.97,0.363187030446817,0.711255479429857,1837,8912,417399,89206,68,243,350,42,,7414,5024,26805,116011,49646,,217465
2021-09-19,1.45,73.25,0.362198497429814,0.71287148524761,1832,8887,417505,89234,33,113,108,28,,5814,1402,26805,116039,49162,,217465
2021-09-20,1.38,68.97,0.356860419137999,0.716008620564402,1805,8845,417826,89255,114,373,336,91,,1515,8914,26814,116069,46286,,217580
2021-09-21,1.34,65.96,0.344800316330565,0.72060656565931,1744,8594,418397,89407,136,503,577,152,,7851,6382,26815,116222,44267,,217581
2021-09-22,1.29,63.09,0.327402135231317,0.726498600922608,1656,8414,418859,89465,68,361,463,59,,6794,5972,26817,116282,42344,,217611
2021-09-23,1.27,61.14,0.318109924871491,0.73339663536522,1609,8237,419256,89527,71,301,412,63,,6229,5915,26821,116348,41035,,217666
2021-09-24,1.25,59.15,0.313562672993278,0.740910087762098,1586,8107,419628,89576,72,296,371,49,,5879,6096,26825,116401,39700,,217761
2021-09-25,1.23,57.91,0.31059707394227,0.748676550186071,1571,7980,419912,89605,54,196,287,29,,6012,4187,26825,116430,38863,,217761
2021-09-26,1.22,57.54,0.311783313562673,0.756415075798579,1577,7994,419971,89619,35,89,60,14,,4706,1151,26825,116444,38615,,217761
2021-09-27,1.2,55.64,0.31059707394227,0.763942842255085,1571,7980,420247,89693,94,343,279,74,,1309,7639,26835,116528,37342,,217898
2021-09-28,1.18,54.4,0.301304863582444,0.771187187717598,1524,7801,420645,89751,79,304,398,60,,6765,5552,26835,116586,36513,,217897
2021-09-29,1.16,53.08,0.289837880585212,0.778194936421195,1466,7726,420934,89793,52,254,291,42,,5835,5082,26836,116629,35622,,217933
2021-09-30,1.13,51.66,0.279557137208383,0.785139513046009,1414,7565,421264,89849,58,238,340,56,,5204,4968,26841,116690,34670,,217979
2021-10-01,1.09,49.92,0.26789244760775,0.792305707684723,1355,7410,421579,89895,48,214,312,47,,4935,4931,26844,116739,33506,,218047
2021-10-02,1.06,48.61,0.261961249505734,0.800005988204839,1325,7294,421787,89925,33,141,212,31,,4948,3307,26844,116769,32626,,218047
2021-10-03,1.06,48.46,0.262158956109134,0.808548877454337,1326,7308,421839,89934,19,76,54,9,,3744,1048,26844,116778,32521,,218047
2021-10-04,1.03,46.53,0.262554369315935,0.818231236004436,1328,7299,422072,89984,71,283,246,50,,1138,6344,26849,116833,31230,,218130
2021-10-05,1.02,45.38,0.252866745749308,0.829332579478543,1279,7096,422510,90045,75,290,436,62,,5558,4787,26849,116894,30460,,218129
2021-10-06,1.01,44.41,0.245551601423488,0.842109246293287,1242,7038,422728,90079,40,202,225,34,,4946,4429,26854,116933,29807,,218189
2021-10-07,1.02,43.92,0.237247924080664,0.856787627265235,1200,6903,423001,90113,47,194,272,35,,4615,4632,26856,116969,29474,,218242
2021-10-08,1.02,43.58,0.230130486358244,0.873538475747425,1164,6805,423274,90151,52,218,274,38,,4470,4708,26859,117010,29250,,218270
2021-10-09,1.03,43.94,0.222815342032424,0.892394297815998,1127,6706,423485,90166,26,128,211,17,,4734,3543,26859,117025,29488,,218270
2021-10-10,1.03,43.89,0.223803875049427,0.913217931916942,1132,6737,423537,90174,17,91,54,8,,3991,1013,26859,117033,29459,,218270
2021-10-11,1.05,44.53,0.226374060893634,0.935698844656525,1145,6729,423734,90204,58,226,193,30,,1120,6770,26864,117068,29883,,218350
2021-10-12,1.07,45.33,0.219652036378015,0.959360344332884,1111,6629,424018,90257,68,254,285,53,,5880,5319,26864,117121,30420,,218349
2021-10-13,1.09,46.41,0.215697904310004,0.983577820773449,1091,6601,424238,90280,58,219,225,27,,5578,5157,26865,117145,31145,,218378
2021-10-14,1.08,48.94,0.212534598655595,1.00760793436361,1075,6523,424464,90318,44,206,232,38,,5187,6329,26867,117185,32846,,218402
2021-10-15,1.16,48.94,0.207789640173982,1.03064367975281,1051,6470,424693,90352,43,215,229,34,,6099,4708,26869,117221,32843,,218411
2021-10-16,1.21,48.64,0.207394226967181,1.05192410041269,1049,6437,424817,90367,25,109,125,15,,4899,3349,26869,117236,32643,,218411
2021-10-17,1.22,48.62,0.207987346777382,1.07078801254427,1052,6448,424868,90372,18,71,50,5,,3778,995,26869,117241,32628,,218411
2021-10-18,1.27,49.02,0.207394226967181,1.08669584830576,1049,6468,425074,90413,67,277,210,41,,1057,7042,26874,117287,32899,,218529
2021-10-19,1.33,49.87,0.206801107156979,1.09923758877645,1046,6483,425292,90452,63,286,221,39,,5934,5895,26874,117326,33472,,218529
2021-10-20,1.42,51.39,0.202846975088968,1.10812886512668,1026,6465,425537,90473,44,263,249,21,,6036,6175,26879,117352,34489,,218572
2021-10-21,1.73,51.34,0.199485962831159,1.11319741244229,1009,6453,425777,90508,59,273,245,35,,6127,6293,26881,117389,34454,,218586
2021-10-22,1.76,53.77,0.199683669434559,1.11443873613641,1010,6400,426012,90537,58,203,237,30,,6366,6341,26881,117418,36085,,218593
2021-10-23,1.76,55.42,0.199090549624357,1.11228188777157,1007,6348,426213,90560,42,184,203,23,,6291,4456,26881,117441,37192,,218593
2021-10-24,1.76,55.53,0.201265322261764,1.10758463551486,1018,6377,426243,90564,21,63,34,4,,5005,1070,26881,117445,37268,,218593
2021-10-25,1.83,56.43,0.202253855278766,1.10152961307892,1023,6405,426431,90605,74,269,197,42,,1295,7643,26883,117488,37871,,218633
2021-10-26,1.9,57.03,0.207394226967181,1.09553237507983,1049,6445,426654,90643,112,316,236,38,,6603,6298,26883,117526,38275,,218650
2021-10-27,1.95,57.48,0.205219454329775,1.09117357784764,1038,6489,426836,90677,61,283,193,34,,6528,6480,26882,117559,38580,,218663
2021-10-28,2.02,57.68,0.205021747726374,1.09015184907643,1037,6541,427031,90710,58,271,192,33,,6461,6420,26883,117593,38709,,218694
2021-10-29,2.14,59.52,0.204428627916172,1.09407826642647,1034,6534,427286,90737,67,283,255,27,,6433,7578,26884,117621,39946,,218727
2021-10-30,2.21,61.69,0.205417160933175,1.10378840041647,1039,6524,427445,90759,44,176,157,22,,7360,5915,26884,117643,41402,,218727
2021-10-31,2.23,62.57,0.206801107156979,1.11922528029818,1046,6572,427489,90771,20,105,42,12,,6329,1657,26884,117655,41993,,218727
2021-11-01,2.22,54.45,0.211348359035192,1.13954390875733,1069,6639,427519,90777,28,103,31,6,,1866,2195,26884,117661,36544,,218727
2021-11-02,2.47,62.67,0.215697904310004,1.16323822824859,1091,6680,427801,90851,126,416,283,75,,2039,11823,26897,117748,42064,,218771
2021-11-03,2.62,66.48,0.216686437327007,1.18829194388182,1096,6764,428108,90890,95,447,308,39,,10050,9030,26893,117783,44619,,218774
2021-11-04,2.79,70.24,0.217279557137208,1.21235906766691,1099,6718,428434,90937,81,334,328,47,,9502,8944,26895,117832,47144,,218811
2021-11-05,2.95,73.84,0.215302491103203,1.23322071475034,1089,6735,428716,90963,82,334,282,28,,8998,9998,26895,117858,49560,,218832
2021-11-06,3.08,76.52,0.217279557137208,1.24992493448193,1099,6667,428950,90988,55,190,232,25,,9605,7709,26895,117883,51354,,218832
2021-11-07,3.11,76.97,0.217674970344009,1.26290083352427,1101,6709,428990,90998,20,100,41,10,,8547,1962,26895,117893,51660,,218832
2021-11-08,3.36,95.56,0.225583234480032,1.27363126156194,1141,6865,429250,91053,121,483,263,55,,2197,14665,26897,117950,64138,,218868
2021-11-09,3.37,94.68,0.225385527876631,1.28428793874506,1140,6851,429618,91097,99,409,369,49,,12476,11223,26897,117994,63543,,218853
2021-11-10,3.43,99.43,0.228153420324239,1.29740516844728,1154,6906,429919,91130,93,397,301,33,,11883,12213,26897,118027,66731,,218906
2021-11-11,3.41,90.43,0.226374060893634,1.31546524336868,1145,6952,430063,91147,35,212,146,17,,12603,2903,26897,118044,60691,,218906
2021-11-12,3.62,101.4,0.233689205219454,1.34002347399732,1182,7046,430277,91195,98,362,219,48,,3860,17363,26897,118092,68055,,218906
2021-11-13,3.72,105.76,0.237643337287465,1.37109867258216,1202,7050,430476,91211,64,234,198,20,,14646,10636,26897,118108,70978,,218906
2021-11-14,3.77,107.21,0.23922499011467,1.40732329227517,1210,7111,430524,91228,26,125,49,17,,12496,2939,26897,118125,71953,,218906
2021-11-15,4.08,120.72,0.248517200474496,1.44633211090139,1257,7361,430811,91298,144,631,293,70,,3241,23735,26902,118200,81021,,219001
2021-11-16,4.28,132.91,0.252471332542507,1.48519179151458,1277,7535,431216,91345,135,647,410,48,,19778,19400,26902,118247,89200,,219002
2021-11-17,4.54,145.05,0.25701858442072,1.5208351844019,1300,7663,431559,91395,107,525,345,50,,20294,20363,26908,118303,97349,,219064
2021-11-18,4.7,172.9,0.263542902332938,1.55059777044501,1333,7787,431887,91447,119,522,341,57,,20366,21584,26908,118355,116041,,219130
2021-11-19,4.79,182.18,0.267497034400949,1.57299611001656,1353,7940,432215,91497,129,563,346,57,,21220,23577,26908,118405,122268,,219166
2021-11-20,4.89,192.55,0.263542902332938,1.58772704584608,1333,7974,432421,91520,40,269,212,24,,22678,17595,26908,118428,129228,,219166
2021-11-21,4.92,194.52,0.264729141953341,1.59534550806023,1339,8038,432497,91535,27,158,78,15,,19749,4268,26908,118443,130554,,219166
2021-11-22,5.18,214.63,0.277975484381178,1.59692324812942,1406,8338,432957,91629,188,865,464,94,,5266,37240,26911,118540,144046,,219363
2021-11-23,5.33,233.08,0.287663107947806,1.59376417185055,1455,8525,433411,91713,192,759,456,84,,30454,31762,26911,118624,156434,,219389
2021-11-24,5.46,252.81,0.293198892843021,1.58720038276758,1483,8765,433833,91793,137,770,424,80,,32591,33617,26912,118705,169675,,219535
2021-11-25,5.53,273.41,0.29636219849743,1.57836800323181,1499,8981,434310,91865,139,778,502,73,,33464,35425,26912,118777,183502,,219535
2021-11-26,5.66,295.07,0.309015421115065,1.56782067804537,1563,9181,434775,91925,176,744,481,60,,34436,38120,26912,118837,198036,,219535
2021-11-27,5.75,309.59,0.319691577698695,1.55561382340018,1617,9271,435027,91959,102,388,259,34,,37218,27346,26912,118871,207781,,219535
2021-11-28,5.77,313.25,0.322657176749703,1.54151150535288,1632,9381,435119,91982,42,224,93,23,,31648,6726,26912,118894,210239,,219535
2021-11-29,6.03,345.47,0.345788849347568,1.52514429578448,1749,9860,435531,92085,253,1043,420,103,,8279,58865,26931,119016,231860,,220052
2021-11-30,6.15,369.74,0.36061684460261,1.50611048676588,1824,10249,436187,92199,271,1187,670,114,,47177,48054,26932,119131,248153,,220086
2021-12-01,6.24,391.32,0.372874654013444,1.48403119553674,1886,10558,436766,92292,215,992,586,93,,49610,48099,26935,119227,262635,,220211
2021-12-02,6.34,414.78,0.382364570976671,1.45866616267249,1934,10790,437363,92395,193,950,600,103,,48416,51171,26935,119330,278381,,220399
2021-12-03,6.46,435.15,0.406880189798339,1.430232996908,2058,11103,438044,92508,281,1153,681,114,,49858,51789,26949,119457,292049,,220630
2021-12-04,6.45,448.08,0.402728351126928,1.39931678790726,2037,11340,438440,92557,119,694,401,49,,51624,36026,26949,119506,300729,,220630
2021-12-05,6.45,451.35,0.408461842625544,1.36668304667786,2066,11526,438589,92586,70,369,150,29,,42252,8921,26949,119535,302924,,220630
2021-12-06,6.57,473.63,0.433175168050613,1.33314699277112,2191,12096,439237,92778,307,1424,659,192,,11308,73820,26949,119727,317878,,184063
2021-12-07,6.64,488.58,0.464808224594701,1.29949989394509,2351,12714,440066,92942,408,1665,843,168,,59019,58089,26957,119899,327913,,221031
2021-12-08,6.7,500.1,0.479636219849743,1.26647750715685,2426,13044,440865,93071,276,1288,807,129,,61340,55828,26961,120032,335641,,221253
2021-12-09,6.66,505.56,0.486555950968762,1.23474501253389,2461,13363,441638,93198,243,1250,797,130,,56854,54838,26970,120168,339308,,221471
2021-12-10,6.66,508.3,0.493871095294583,1.20486920562019,2498,13629,442473,93339,250,1293,856,142,,55339,53626,26979,120318,341145,,221624
2021-12-11,6.66,510.03,0.501977066034006,1.17733903056018,2539,13855,442940,93404,176,787,481,66,,53720,37187,26979,120383,342305,,221624
2021-12-12,6.65,511.66,0.51443258204824,1.15259968846677,2602,14050,443159,93452,111,472,222,48,,43848,10019,26979,120431,343403,,221624
2021-12-13,6.72,519.52,0.544088572558323,1.13108213539872,2752,14527,443933,93683,379,1505,778,231,,12036,79093,26991,120674,348676,,222040
2021-12-14,6.75,524.53,0.551996836694346,1.11322597048996,2792,14819,445100,93841,362,1662,1182,158,,63405,61455,26991,120832,352041,,222043
2021-12-15,6.77,530.91,0.562079873467774,1.09949525974169,2843,15062,446101,93992,274,1453,1028,153,,65713,60105,26991,120983,356318,,222043
2021-12-16,6.77,536.16,0.559905100830368,1.09046591463103,2832,15142,447156,94157,248,1342,1068,166,,60866,58362,27014,121171,359842,,222391
2021-12-17,6.79,544.17,0.573546856465006,1.08712804179707,2901,15410,448151,94319,301,1449,1014,163,,58128,59006,27014,121333,365223,,222391
2021-12-18,6.8,551.91,0.579873467773824,1.09090321166728,2933,15370,448891,94404,190,816,743,86,,58536,42375,27014,121418,370412,,222391
2021-12-19,6.83,556.9,0.580466587584025,1.10354147110123,2936,15528,449128,94479,91,485,244,75,,48473,13370,27014,121493,373763,,222391
2021-12-20,7.15,572.66,0.598062475286675,1.12698279968208,3025,15918,449970,94703,340,1466,857,225,,15075,89672,27014,121717,384340,,222391
2021-12-21,7.53,606.3,0.612099644128114,1.16316729540619,3096,16076,451213,94913,357,1661,1267,212,,72832,84032,27033,121946,406916,,223110
2021-12-22,7.88,656.29,0.622182680901542,1.21377364879221,3147,16118,452365,95083,322,1404,1160,170,,84272,93659,27033,122116,440469,,223110
2021-12-23,8.01,724.07,0.634242783708976,1.27953059278755,3208,16060,453573,95262,323,1347,1237,179,,91608,103855,27033,122295,485962,,223110
2021-12-24,8.27,783.81,0.643337287465401,1.35854463003317,3254,16173,454659,95429,316,1398,1105,169,,94124,97732,27033,122462,526052,,223110
2021-12-25,8.55,749.01,0.648873072360617,1.44609914952354,3282,16162,455323,95513,160,760,674,84,,104611,19118,27033,122546,502695,,223110
2021-12-26,8.83,779.1,0.652234084618426,1.53537756391385,3299,16365,455508,95609,93,506,192,96,,27697,33633,27033,122642,522896,,223110
2021-12-27,10.76,986.51,0.658956109134045,1.61867123824767,3333,16921,456295,95865,328,1634,805,256,,30383,229114,27033,122898,662096,,223110
2021-12-28,12.34,1173.44,0.675365757216291,1.68879235746356,3416,17405,457594,96107,417,2110,1305,242,,179807,209696,27081,123188,787551,,224250
2021-12-29,14.02,1365.34,0.68584420719652,1.7402756590781,3469,17856,458891,96291,363,1949,1311,185,,208099,222724,27081,123372,916348,,224250
2021-12-30,15.8,1556.17,0.693159351522341,1.77021125523098,3506,18321,460123,96471,299,1922,1239,180,,206243,232414,27081,123552,1044424,,224250
2021-12-31,16.83,1715.14,0.700474495848161,1.77882964542254,3543,18715,461407,96660,320,1928,1301,189,,232200,204118,27081,123741,1151117,,224250
2022-01-01,16.98,1734.13,0.703835508105971,1.76866286453,3560,18811,462266,96770,197,1102,860,111,,219126,31873,27081,123851,1163864,,224250
2022-01-02,17.24,1784.34,0.706207987346777,1.74333246768164,3572,19043,462576,96861,101,652,310,91,,58432,67347,27081,123942,1197558,,224250
2022-01-03,18.89,2091.04,0.722419928825623,1.70660997840248,3654,19606,463863,97131,352,2160,1305,272,,67461,435037,27081,124212,1403404,,224250
2022-01-04,19.53,2292.85,0.724594701463029,1.6618623478315,3665,20186,465820,97424,460,2881,1996,297,,271686,345220,27139,124563,1538848,,226399
2022-01-05,19.72,2418.07,0.730525899565046,1.61181540886143,3695,20688,467508,97670,396,2483,1701,246,,332252,306838,27139,124809,1622886,,226399
2022-01-06,19.66,2500.86,0.743179122182681,1.55862983374083,3759,21169,469181,97874,410,2401,1696,206,,261481,288036,27139,125013,1678454,,226399
2022-01-07,20.04,2611.69,0.754250691973112,1.50432960229634,3815,21605,470797,98067,358,2308,1640,193,,328214,278179,27139,125206,1752836,,226399
2022-01-08,20.06,2866.65,0.755436931593515,1.45080450693258,3821,21721,472027,98209,243,1485,1235,143,,303669,203000,27139,125348,1923953,,226399
2022-01-09,20.03,2878.76,0.76057730328193,1.39974310736956,3847,21982,472488,98299,151,842,465,91,,296097,75489,27139,125438,1932081,,226399
2022-01-10,19.56,2873.66,0.771846579675761,1.35263940487372,3904,22749,473916,98579,380,2543,1446,281,,93896,431709,27139,125718,1928658,,226399
2022-01-11,19.46,2858.63,0.784697508896797,1.31084510664116,3969,23371,476124,98847,492,3149,2247,270,,368149,335225,27212,126059,1918570,,231490
2022-01-12,20.21,2909.08,0.787860814551206,1.27563683702358,3985,23889,478097,99093,381,2806,1995,249,,361719,340759,27212,126305,1952427,,231490
2022-01-13,21.45,2950.63,0.778766310794781,1.24807450707266,3939,24154,480068,99318,334,2513,1990,227,,305322,315975,27212,126530,1980314,,231490
2022-01-14,22.89,3021.73,0.770067220245156,1.22830822322616,3895,24511,481964,99509,310,2486,1938,196,,329371,325575,27212,126721,2028035,,231490
2022-01-15,23.96,3090.59,0.761565836298932,1.21561900421725,3852,24544,483438,99657,218,1690,1475,148,,324580,249241,27212,126869,2074250,,231490
2022-01-16,24.4,3123.09,0.761565836298932,1.20865582749701,3852,24887,484007,99755,119,1029,578,98,,278129,97316,27212,126967,2096059,,231490
2022-01-17,26.92,3271.05,0.773625939106366,1.20561656839021,3913,25776,485556,100051,355,2815,1587,298,,102144,531122,27212,127263,2195363,,231490
2022-01-18,28.24,3394.29,0.767299327797548,1.2043895683012,3881,26526,487977,100339,367,3509,2444,289,,464769,418010,27299,127638,2278078,,239276
2022-01-19,29.26,3512.01,0.761565836298932,1.20267697827304,3852,27230,490192,100570,330,3187,2230,232,,436167,419836,27299,127869,2357083,,239276
2022-01-20,30.23,3624.54,0.759588770264927,1.19826641333965,3842,27931,492256,100815,301,3053,2092,251,,425183,391581,27299,128114,2432610,,239276
2022-01-21,31.16,3704.91,0.749703440094899,1.18971672512755,3792,28457,494500,101048,329,3077,2256,235,,400851,379384,27299,128347,2486551,,239276
2022-01-22,31.68,3753.04,0.740608936338474,1.17641095995125,3746,28515,496206,101215,214,1994,1706,167,,389320,281571,27299,128514,2518852,,239276
2022-01-23,31.85,3759.43,0.743376828786082,1.15836385575784,3760,28838,496840,101330,143,1094,639,115,,301614,101613,27299,128629,2523139,,239276
2022-01-24,32.77,3814.76,0.74654013444049,1.13602603643519,3776,29748,498806,101723,337,3353,1993,393,,108481,568310,27299,129022,2560274,,239276
2022-01-25,33.06,3787.59,0.739620403321471,1.1101217566046,3741,30189,501762,102086,380,3842,2989,364,,501635,399827,27403,129489,2542038,,250371
2022-01-26,33.43,3731.38,0.733886911822855,1.08153151111862,3712,30624,504330,102344,341,3297,2581,258,,428008,382137,27403,129747,2504315,,250371
2022-01-27,33.77,3661.99,0.730328192961645,1.05117045121753,3694,30982,506728,102612,316,3095,2433,273,,392168,345038,27403,130015,2457743,,250371
2022-01-28,34.16,3582.22,0.722815342032424,1.01976545608877,3656,31271,509211,102875,321,3098,2523,264,,353503,325861,27403,130278,2404210,,250371
2022-01-29,34.39,3511.87,0.718465796757612,0.987827944485742,3634,31282,510921,103053,189,1911,1715,178,,332398,234350,27403,130456,2356992,,250371
2022-01-30,34.43,3478.97,0.719849742981416,0.955698976532845,3641,31536,511612,103180,115,1090,687,127,,249448,79532,27403,130583,2334908,,250371
2022-01-31,34.39,3303.34,0.731514432582048,0.923594415906796,3700,32374,513540,103528,334,3147,1956,348,,82657,450455,27403,130931,2217039,,250371
2022-02-01,34.12,3146.51,0.741597469355476,0.891642880522709,3751,32894,516458,103909,454,3917,2940,382,,416896,294562,27403,131312,2111780,,250371
2022-02-02,33.94,2984.07,0.731514432582048,0.85991628307023,3700,32720,519409,104185,366,3230,3031,277,,315363,273118,27403,131588,2002761,,250371
2022-02-03,33.66,2814.91,0.720245156188217,0.828460034714906,3643,32852,521380,104449,310,3091,2404,280,,274352,231504,27403,131852,1889228,,250371
2022-02-04,33.35,2640.96,0.715302491103203,0.797336823309188,3618,32988,524878,104804,402,4033,3524,355,,241049,209115,27403,132207,1772483,,250371
2022-02-05,33,2511.53,0.712930011862396,0.766653381910071,3606,32867,526609,104974,225,1816,1759,172,,214542,147485,27403,132377,1685612,,250371
2022-02-06,32.85,2460.38,0.70719652036378,0.736582943941204,3577,33027,527202,105103,106,902,596,129,,155439,45200,27403,132506,1651283,,250371
2022-02-07,31.78,2173.98,0.716093317516805,0.707392351062501,3622,33447,529180,105520,328,2830,2017,417,,46001,258216,27403,132923,1459068,,250371
2022-02-08,30.89,1972.95,0.702846975088968,0.679476854051474,3555,33352,531940,105882,320,3060,2796,363,,235267,159619,27732,133614,1324148,,281098
2022-02-09,30.17,1789.23,0.692566231712139,0.653365721788273,3503,32878,534705,106137,296,2614,2796,255,,179614,149809,27760,133897,1200843,,284489
2022-02-10,29.46,1634.31,0.675365757216291,0.629592986813411,3416,32415,537208,106447,288,2420,2541,310,,153025,127529,27820,134267,1096865,,288992
2022-02-11,28.88,1496.64,0.666468960063266,0.608621263813553,3371,31939,539749,106716,245,2377,2578,269,,131376,116709,27820,134536,1004471,,288992
