date,tx_pos,tx_incid,TO,R,rea,hosp,rad,dchosp,incid_rea,incid_hosp,incid_rad,incid_dchosp,conf,conf_j1,pos,esms_dc,dc_tot,pos_7j,cv_dose1,esms_cas
2022-08-24,19.3,189.25,0.168643732700672,0.874510323179743,853,15551,730866,124667,65,597,664,52,,21289,19503,29095,153762,128430,,408167
2022-08-25,19.19,186.37,0.169039145907473,0.890358546430522,855,15412,731479,124710,45,520,623,43,,19837,18082,29096,153806,126480,,408365
2022-08-26,19.12,183.95,0.167062079873468,0.901154890750859,845,15234,732094,124760,58,516,628,50,,18116,17943,29097,153857,124833,,408476
2022-08-27,18.99,182.63,0.165282720442863,0.907142403115759,836,15108,732353,124779,19,163,274,19,,17833,13421,29101,153880,123941,,408632
2022-08-28,19,182.27,0.166271253459866,0.909042753791796,841,15137,732406,124786,9,86,53,7,,14110,3719,29103,153889,123696,,408753
2022-08-29,18.6,179.41,0.167655199683669,0.90795875818033,848,14929,733015,124864,75,505,626,78,,3806,28357,29103,153967,121753,,408754
2022-08-30,18.23,176.78,0.168841439304073,0.905184429057513,854,14694,733782,124936,79,621,765,72,,27358,18955,29103,154039,119968,,408765
2022-08-31,17.95,174.93,0.165678133649664,0.902129616774549,838,14485,734398,124986,50,470,625,50,,19240,18252,29107,154093,118715,,408959
2022-09-01,17.73,172.32,0.160933175168051,0.900305938070523,814,14391,734906,125024,43,474,524,39,,18646,16165,29110,154134,116942,,409127
2022-09-02,17.36,168.87,0.157967576117042,0.901329965888866,799,14157,735515,125079,40,439,605,55,,16399,15624,29110,154189,114604,,409266
2022-09-03,16.99,167,0.156583629893238,0.906930117469517,792,14010,735764,125091,14,126,258,12,,15597,12159,29112,154203,113334,,409420
2022-09-04,16.95,166.72,0.156781336496639,0.91894328613592,793,14015,735803,125094,3,41,39,3,,12894,3536,29112,154206,113142,,409704
2022-09-05,16.6,166.21,0.155199683669435,0.939126261984312,785,13953,736361,125161,49,552,559,67,,3443,28073,29112,154273,112799,,409704
2022-09-06,16.47,167.26,0.154408857255832,0.968436716413973,781,13799,737006,125221,59,557,645,60,,26918,19695,29112,154333,113508,,409704
2022-09-07,16.44,169.72,0.156583629893238,1.00675204547191,792,13663,737549,125262,96,468,558,43,,20142,19941,29117,154379,115179,,409851
2022-09-08,16.59,173.94,0.152234084618426,1.05280083189194,770,13425,738139,125318,53,417,594,56,,19866,19028,29119,154437,118043,,409992
2022-09-09,16.82,179.61,0.146698299723211,1.1041868766175,742,13286,738594,125349,33,356,466,31,,19087,19470,29119,154468,121887,,410145
2022-09-10,17.05,184.98,0.147291419533412,1.15755047518244,745,13234,738779,125363,22,162,196,14,,19517,15803,29120,154483,125531,,410292
2022-09-11,17.16,186.77,0.14650059311981,1.2088889457313,741,13233,738817,125367,1,44,40,4,,16422,4756,29122,154489,126751,,410472
2022-09-12,18.16,209.65,0.143337287465401,1.25420550709053,725,13183,739327,125407,41,518,521,47,,4579,43594,29122,154529,142274,,410472
2022-09-13,18.8,229.93,0.143732700672202,1.29073851690926,727,13065,739940,125456,63,550,609,49,,41850,33468,29122,154578,156042,,410472
2022-09-14,19.32,249.91,0.144325820482404,1.31728656216416,730,12971,740417,125488,41,428,481,39,,33575,33492,29123,154611,169595,,410648
2022-09-15,19.7,268.01,0.145709766706208,1.33401382005842,737,12996,740818,125520,50,475,420,37,,33263,31315,29124,154644,181882,,410780
2022-09-16,19.98,283.25,0.143930407275603,1.3420876648989,728,12937,741271,125546,40,433,462,26,,28686,29809,29126,154672,192223,,410956
2022-09-17,20.13,293.27,0.143930407275603,1.34328660901396,728,12941,741449,125555,25,191,181,9,,33162,22600,29128,154683,199023,,411106
2022-09-18,20.11,294.03,0.143337287465401,1.3396662149663,725,12940,741494,125556,3,48,47,1,,23137,5274,29129,154685,199541,,411333
2022-09-19,20.2,309.31,0.138987742190589,1.33324563482423,703,12952,742051,125614,48,644,564,58,,5219,53966,29129,154743,209912,,411343
2022-09-20,20.09,315.51,0.13918544879399,1.32559800347473,704,12896,742644,125662,68,593,596,48,,51816,37668,29129,154791,214117,,411343
2022-09-21,20.17,322.83,0.138196915776987,1.31780995160481,699,12857,743123,125694,44,483,476,32,,38250,38463,29130,154824,219087,,411525
2022-09-22,20.3,331.48,0.139778568604191,1.3105769622852,707,12908,743567,125723,56,525,442,29,,38464,37182,29131,154854,224954,,411656
2022-09-23,20.54,343.98,0.138394622380388,1.30430088207549,700,12961,744017,125756,43,535,453,33,,37524,38296,29131,154887,233438,,411929
2022-09-24,20.91,355.84,0.140964808224595,1.2991710650587,713,12939,744250,125769,26,230,234,13,,38024,30651,29132,154901,241487,,412096
2022-09-25,21.05,359.48,0.140371688414393,1.29522733338737,710,12977,744285,125772,2,85,36,3,,31365,7735,29137,154909,243954,,412357
2022-09-26,22.16,393.37,0.144918940292606,1.29238167693617,733,13354,744739,125823,69,880,457,51,,7489,76951,29137,154960,266957,,412401
2022-09-27,22.71,414.19,0.150454725187821,1.29036128682738,761,13768,745299,125863,90,1036,554,40,,73639,51775,29137,155000,281081,,412411
2022-09-28,23.28,433.54,0.155001977066034,1.28874272484149,784,14014,745892,125900,77,884,599,38,,53410,51607,29145,155045,294219,,412973
2022-09-29,23.8,449.3,0.155990510083037,1.28701227346042,789,14259,746450,125932,64,851,561,32,,51366,47877,29146,155078,304911,,413331
2022-09-30,24.29,461.9,0.160142348754448,1.28461634584817,810,14554,746963,125961,75,835,514,30,,48261,46851,29151,155112,313460,,413560
2022-10-01,24.59,470.69,0.162712534598656,1.28099979845129,823,14651,747246,125978,35,401,287,17,,46596,36350,29151,155129,319424,,413961
2022-10-02,24.68,472.3,0.162712534598656,1.27563269160024,823,14705,747298,125982,8,116,56,4,,37453,8855,29154,155136,320519,,414447
2022-10-03,25.56,496.91,0.166666666666667,1.26807135501114,843,15166,747943,126044,97,1176,651,62,,8690,93728,29154,155198,337222,,414479
2022-10-04,26.13,517.69,0.167655199683669,1.25812757066024,848,15535,748830,126118,99,1344,890,74,,89185,65910,29154,155272,351326,,414479
2022-10-05,26.63,536.56,0.170225385527877,1.24585543322583,861,15954,749577,126159,91,1218,748,41,,66564,64456,29160,155319,364132,,415193
2022-10-06,27.05,554.77,0.179319889284302,1.23147693497926,907,16428,750275,126204,121,1233,700,45,,65537,60299,29165,155369,376489,,415726
2022-10-07,27.43,569.98,0.174377224199288,1.21531628768279,882,16788,751071,126256,81,1231,806,52,,61121,57216,29166,155422,386806,,416368
2022-10-08,27.59,577.19,0.175365757216291,1.19775026828261,887,16865,751438,126281,25,477,377,25,,57270,41241,29167,155448,391700,,417087
2022-10-09,27.62,578.08,0.175761170423092,1.1791742308065,889,16929,751526,126287,10,155,87,6,,42626,9462,29169,155456,392308,,417703
2022-10-10,27.72,586.65,0.183274021352313,1.15995677855426,927,17406,752340,126366,111,1400,831,79,,9373,99543,29169,155535,398121,,417730
2022-10-11,27.6,586.54,0.186635033610123,1.14033754172935,944,17907,753470,126438,115,1718,1140,72,,94753,65839,29182,155620,398049,,417847
2022-10-12,27.51,586.17,0.186041913799921,1.12042061548994,941,18187,754353,126493,74,1227,891,55,,67948,64202,29182,155675,397794,,418875
2022-10-13,27.43,582.88,0.189600632661131,1.10020060859387,959,18590,755236,126552,98,1360,887,59,,64218,58067,29185,155737,395562,,419522
2022-10-14,27.38,579.61,0.192170818505338,1.0795854371796,972,18792,756226,126628,111,1275,999,76,,58695,54996,29188,155816,393341,,420183
2022-10-15,27.37,578.41,0.193554764729142,1.05841277577862,979,18950,756677,126657,55,640,458,29,,55394,40431,29194,155851,392531,,420646
2022-10-16,27.38,578.49,0.195334124159747,1.03646025967045,988,19032,756764,126670,17,186,88,13,,41973,9516,29198,155868,392587,,421555
2022-10-17,27.22,569.24,0.21055753262159,1.01347722851097,1065,19493,757710,126782,164,1529,948,112,,9421,93244,29198,155980,386310,,421605
2022-10-18,26.96,560.05,0.211348359035192,0.98929043849033,1069,19948,758901,126881,127,1772,1194,99,,87666,59595,29200,156081,380072,,421663
2022-10-19,26.71,547.59,0.206801107156979,0.963816793097439,1046,20072,760185,126979,109,1519,1283,98,,63031,55720,29208,156187,371613,,422690
2022-10-20,26.44,533.15,0.205417160933175,0.937042850990664,1039,20110,761342,127041,115,1273,1166,62,,56793,48247,29215,156256,361813,,423589
2022-10-21,26.08,515.54,0.205417160933175,0.909007256454458,1039,20165,762416,127122,97,1229,1089,82,,49087,43029,29215,156337,349861,,424101
2022-10-22,25.74,500.91,0.206010280743377,0.879789353088551,1042,20082,762922,127154,38,463,510,32,,43746,30520,29216,156370,339935,,424783
2022-10-23,25.66,496.87,0.205021747726374,0.84950449688436,1037,20158,763008,127171,13,180,86,17,,31470,6765,29216,156387,337192,,425578
2022-10-24,24.76,451.25,0.209371293001186,0.818322276523561,1059,20194,764040,127293,108,1203,1034,122,,6907,62289,29216,156509,306232,,425666
2022-10-25,24.21,421.89,0.205812574139976,0.786542733442587,1041,19965,765597,127424,119,1483,1565,131,,59653,39627,29216,156640,286308,,425758
2022-10-26,23.77,393.07,0.207987346777382,0.754639314965594,1052,20014,766611,127483,109,1136,1038,59,,41185,36169,29217,156700,266753,,426616
2022-10-27,23.36,358.52,0.208975879794385,0.723301245521355,1057,19959,767589,127549,98,999,994,66,,37089,24787,29222,156771,243306,,427300
2022-10-28,23.14,329.05,0.205614867536576,0.693498679896105,1040,19682,768764,127608,91,958,1176,60,,25783,23060,29224,156832,223306,,427876
2022-10-29,23.45,308.26,0.203044681692369,0.666577310267457,1027,19465,769394,127647,34,488,647,40,,22723,16436,29226,156873,209198,,428264
2022-10-30,23.48,304.53,0.202451561882167,0.644387335778842,1024,19497,769477,127656,9,127,84,9,,16456,4243,29226,156882,206664,,428880
2022-10-31,23.33,256.7,0.206405693950178,0.629251808548997,1044,19462,770293,127767,100,911,816,111,,3768,29870,29227,156994,174206,,428927
2022-11-01,23.41,207.35,0.211546065638592,0.623280750532648,1070,19383,770795,127818,55,479,496,51,,29525,5476,29229,157047,140715,,428960
2022-11-02,24.07,218.57,0.21055753262159,0.628065783408371,1065,19263,771749,127908,108,942,971,91,,5691,43847,29236,157144,148327,,429507
2022-11-03,24.1,223.3,0.208580466587584,0.644456133504365,1055,18972,772865,127963,91,887,1128,55,,42025,28125,29236,157199,151540,,429507
2022-11-04,23.79,227.83,0.20344009489917,0.67221944275014,1029,18794,773725,128037,68,780,875,77,,29438,26253,29240,157277,154612,,429984
2022-11-05,22.87,231.87,0.201463028865164,0.709621538320339,1019,18596,774215,128069,28,337,498,36,,26840,19271,29242,157311,157355,,430450
2022-11-06,22.81,232.65,0.202056148675366,0.753212767982138,1022,18592,774315,128074,8,106,103,5,,21178,4843,29246,157320,157882,,430987
2022-11-07,22,250.15,0.200672202451562,0.798624961991424,1015,18500,775191,128183,90,910,897,109,,3645,41949,29246,157429,169763,,431029
2022-11-08,21.78,283.13,0.193159351522341,0.841917665852633,977,18217,776334,128300,87,984,1147,117,,40591,27859,29246,157546,192144,,431058
2022-11-09,21.39,258.55,0.191775405298537,0.880326381727338,970,18110,777224,128369,77,863,893,69,,28702,27163,29249,157618,175460,,431549
2022-11-10,21.39,255.19,0.190193752471333,0.912660938432039,962,18018,778044,128420,70,802,838,51,,27068,25847,29251,157671,173182,,432056
2022-11-11,21.09,224.31,0.187425860023725,0.939466108192787,948,17947,778450,128447,19,372,415,27,,26353,5293,29257,157704,152222,,432435
2022-11-12,21.5,236.94,0.188018979833926,0.962956929228817,951,17970,778544,128457,13,131,93,10,,5577,27843,29262,157719,160795,,432877
2022-11-13,21.62,238.53,0.18920521945433,0.98646173034968,957,18015,778594,128458,11,101,50,1,,27155,5926,29263,157721,161878,,432905
2022-11-14,22.85,249.4,0.192170818505338,1.0127701564892,972,18098,779427,128558,102,1029,835,100,,6017,49322,29263,157821,169249,,432922
2022-11-15,23.57,259.58,0.191775405298537,1.04354958156928,970,18038,780424,128667,97,1060,997,109,,48971,34770,29264,157931,176159,,432978
2022-11-16,23.57,268.59,0.194345591142744,1.07928007227868,983,18115,781302,128737,89,1039,883,70,,34878,33278,29265,158002,182274,,433506
2022-11-17,23.95,287.08,0.190193752471333,1.11930123969344,962,17965,782241,128812,70,889,940,75,,33331,38399,29277,158089,194826,,434073
2022-11-18,24.45,330.01,0.190193752471333,1.16194172608521,962,17936,783101,128881,74,928,880,69,,37177,34427,29282,158163,223958,,434469
2022-11-19,24.64,327.87,0.189798339264531,1.20473654926046,960,17848,783545,128907,30,392,446,26,,47088,26389,29331,158238,222501,,434964
2022-11-20,24.7,329.09,0.191577698695136,1.24486165469961,969,17927,783630,128909,20,175,89,2,,14204,6761,29335,158244,223334,,435565
2022-11-21,25.12,356.43,0.193357058125741,1.27997993599187,978,18135,784409,129003,98,1093,778,94,,6766,67869,29335,158338,241883,,435626
2022-11-22,25.39,376.56,0.191973111901938,1.30854396809831,971,18186,785428,129092,95,1167,1029,90,,64772,48430,29335,158427,255545,,435649
2022-11-23,25.84,401.37,0.195531830763147,1.32979667691674,989,18351,786274,129167,105,1088,847,76,,49188,50120,29344,158511,272385,,436459
2022-11-24,26.35,416.14,0.194938710952946,1.34366068240838,986,18331,787100,129223,75,889,820,56,,50530,48422,29348,158571,282408,,436954
2022-11-25,26.76,436.02,0.199683669434559,1.35057149037392,1010,18384,787918,129285,100,949,828,62,,48629,47920,29354,158639,295900,,437546
2022-11-26,27.11,451.4,0.199683669434559,1.35129879585014,1010,18352,788364,129314,45,441,448,29,,48331,36826,29354,158668,306339,,438137
2022-11-27,27.22,455.33,0.199090549624357,1.34678065967837,1007,18385,788466,129322,12,142,103,8,,37675,9415,29354,158676,309005,,438685
2022-11-28,27.86,496.08,0.21055753262159,1.33797645342299,1065,18782,789344,129417,147,1378,891,95,,9304,95527,29354,158771,336659,,438714
2022-11-29,28.1,523.6,0.212732305258996,1.32578601183513,1076,19061,790438,129505,124,1511,1109,88,,91814,67113,29354,158859,355337,,438755
2022-11-30,28.3,552.33,0.219849742981416,1.31101128680432,1112,19497,791337,129596,124,1437,903,91,,68382,69617,29354,158950,374829,,439792
2022-12-01,28.44,564.75,0.215302491103203,1.29434185386266,1089,19669,792382,129672,94,1303,1053,76,,69253,56421,29354,159026,383258,,440423
2022-12-02,28.56,572.02,0.220047449584816,1.27635536490582,1113,19865,793251,129739,110,1145,884,68,,59008,52917,29354,159093,388196,,441321
2022-12-03,28.65,576,0.216093317516805,1.25752657404776,1093,19771,793852,129777,53,548,599,38,,52908,39564,29354,159131,390892,,441988
2022-12-04,28.66,578.76,0.215697904310004,1.23822567989614,1091,19863,793973,129787,15,238,121,10,,40006,11334,29354,159141,392767,,442647
2022-12-05,28.67,600.44,0.220245156188217,1.2186787931859,1114,20393,794773,129891,118,1450,812,104,,10591,110335,29354,159245,407481,,442733
2022-12-06,28.53,610.61,0.22143139580862,1.19898377790962,1120,20614,796202,130008,131,1790,1442,117,,105516,74087,29354,159362,414382,,442870
2022-12-07,28.4,612.73,0.226374060893634,1.17914136382582,1145,21098,797326,130101,143,1721,1125,93,,75752,71180,29354,159455,415820,,443960
2022-12-08,28.21,624.99,0.237445630684065,1.15908000345587,1201,21619,798454,130158,149,1719,1141,57,,71597,64742,29359,159517,424140,,444950
2022-12-09,28,637.94,0.233689205219454,1.13867356117907,1182,21874,799643,130242,122,1550,1206,85,,65509,61703,29369,159611,432928,,445995
2022-12-10,27.86,645.82,0.234677738236457,1.11775281102143,1187,22061,800266,130296,64,886,639,56,,61482,44914,29377,159673,438280,,446782
2022-12-11,27.85,645.4,0.235468564650059,1.09613300069901,1191,22133,800377,130316,14,204,112,20,,46422,11049,29387,159703,437995,,447877
2022-12-12,27.37,633.29,0.244167655199684,1.07369659536263,1235,22703,801504,130482,178,1888,1130,166,,10878,102114,29388,159870,429770,,447973
2022-12-13,26.92,623.19,0.254448398576512,1.05039953205128,1287,23217,802940,130617,173,2104,1441,135,,97037,67236,29391,160008,422918,,448134
2022-12-14,26.48,609.7,0.265124555160142,1.02625121961503,1341,23742,804327,130721,181,2047,1404,104,,70224,62026,29401,160122,413764,,449440
2022-12-15,26.11,596.87,0.271648873072361,1.00129742967573,1374,24125,805614,130819,157,1790,1290,98,,62541,56035,29409,160228,405056,,450516
2022-12-16,25.7,582.22,0.275405298536971,0.975608318301575,1393,24173,807064,130944,130,1652,1458,125,,56361,51764,29415,160359,395113,,451597
2022-12-17,25.35,568.99,0.273625939106366,0.949271404223241,1384,24256,807811,130987,71,894,745,50,,52544,35937,29417,160404,386137,,452583
2022-12-18,25.26,565.03,0.273428232502966,0.922384625256326,1383,24357,807968,131011,15,286,156,24,,37264,8362,29428,160439,383450,,453495
2022-12-19,24.41,524.12,0.280545670225386,0.895040208675466,1419,24631,809242,131188,155,1753,1287,178,,8213,74347,29429,160617,355686,,453552
2022-12-20,23.72,503.08,0.284302095689996,0.867325170106716,1438,25002,810995,131317,194,2288,1769,129,,71212,52959,29430,160747,341409,,453659
2022-12-21,23.15,483.98,0.285290628706999,0.839329550808881,1443,25225,812617,131441,179,1990,1651,125,,54613,49060,29433,160874,328444,,454891
2022-12-22,22.45,464.42,0.287069988137604,0.811157150091006,1452,25395,813954,131554,119,1652,1340,114,,49517,42765,29440,160994,315175,,456079
2022-12-23,21.72,447.16,0.287465401344405,0.782938840849707,1454,25218,815558,131706,139,1601,1622,152,,43766,40044,29446,161152,303460,,457269
2022-12-24,21.48,430.39,0.2856860419138,0.754849286815356,1445,25119,816260,131755,52,677,715,51,,40744,24554,29455,161210,292076,,458186
2022-12-25,21.38,423.14,0.2856860419138,0.72710597937733,1445,25088,816395,131773,11,122,134,18,,23681,3447,29461,161234,287161,,459039
2022-12-26,20.7,360.44,0.287465401344405,0.699900868937862,1454,25043,817495,131906,110,1191,1101,133,,5429,31787,29461,161367,244607,,459063
2022-12-27,20.35,320.24,0.286081455120601,0.673391723151907,1447,25084,819080,132112,185,1885,1604,208,,30989,25679,29463,161575,217328,,459147
2022-12-28,19.99,283.7,0.293198892843021,0.647717253262341,1483,24993,820563,132246,183,1545,1489,134,,26081,24263,29469,161715,192532,,459781
2022-12-29,19.73,255.07,0.293396599446421,0.623011806216455,1484,24653,821858,132373,103,1096,1293,128,,24436,23331,29474,161847,173099,,460334
2022-12-30,19.48,227.95,0.292012653222618,0.599418226230354,1477,24389,823069,132475,105,1095,1251,104,,23808,21637,29487,161962,154693,,460823
2022-12-31,18.98,212.27,0.292210359826018,0.577098893323789,1478,24148,823676,132517,47,416,609,44,,21836,13916,29497,162014,144057,,461494
2023-01-01,18.92,210.8,0.292012653222618,0.556241130349239,1477,24157,823803,132536,21,159,131,19,,15005,2269,29506,162042,143058,,461886
2023-01-02,17.53,198.85,0.289640173981811,0.537046753060382,1465,24075,825065,132708,139,1365,1265,172,,2246,23711,29506,162214,134945,,461889
2023-01-03,16.33,180.5,0.279952550415184,0.519725533549798,1416,23516,826705,132870,140,1294,1647,163,,22916,13253,29507,162377,122491,,461919
2023-01-04,15.13,161.86,0.274614472123369,0.504486102805981,1389,23167,827960,132985,110,1025,1265,115,,14105,11661,29515,162500,109846,,462475
2023-01-05,13.96,142.35,0.267299327797548,0.491518282971832,1352,22664,829112,133117,114,799,1160,132,,11536,10117,29526,162643,96604,,463112
2023-01-06,12.88,123.48,0.265124555160142,0.480963661069501,1341,22335,830190,133236,88,883,1091,119,,10383,8852,29533,162769,83796,,463415
2023-01-07,12.03,112.03,0.262949782522736,0.472870789516531,1330,22129,830673,133284,41,341,495,49,,8961,6168,29539,162823,76027,,463937
2023-01-08,11.93,111.25,0.263147489126137,0.467173109844025,1331,22102,830783,133301,14,99,109,17,,6557,1742,29544,162845,75500,,464211
2023-01-09,10.68,94.03,0.250494266508501,0.463802577395088,1267,21548,831905,133446,90,739,1120,145,,1702,12024,29544,162990,63814,,464219
2023-01-10,9.91,85.28,0.245551601423488,0.462726136686752,1242,21100,833075,133561,98,875,1174,115,,11715,7312,29544,163105,57874,,464268
2023-01-11,9.22,78.01,0.244167655199684,0.463945892509633,1235,20776,833996,133640,89,705,938,79,,7635,6730,29553,163193,52943,,464628
2023-01-12,8.76,71.84,0.243772241992883,0.467499077024782,1233,20399,834822,133690,65,504,834,50,,7159,5927,29556,163246,48752,,464912
2023-01-13,8.32,66.64,0.242586002372479,0.473459773568749,1227,20039,835657,133788,88,588,839,98,,6238,5324,29559,163347,45224,,465155
2023-01-14,7.96,63.49,0.240015816528272,0.481942971321753,1214,19950,835936,133808,24,207,279,20,,5429,4031,29566,163374,43087,,465363
2023-01-15,7.9,62.68,0.23942269671807,0.493101141552213,1211,19922,836019,133816,10,66,83,8,,4166,1191,29567,163383,42536,,465439
2023-01-16,7.37,57.86,0.234677738236457,0.507085458184609,1187,19689,836689,133896,75,531,672,80,,1235,8753,29567,163463,39264,,465457
2023-01-17,7.13,55.19,0.226374060893634,0.524022568008503,1145,19229,837539,133995,50,513,848,99,,8381,5505,29567,163562,37455,,465487
2023-01-18,6.94,52.55,0.225583234480032,0.543998931913007,1141,18927,838193,134073,45,427,663,78,,5894,4939,29571,163644,35665,,465655
2023-01-19,6.78,50.15,0.218465796757612,0.567045473632453,1105,18470,838960,134133,38,444,769,60,,4992,4293,29575,163708,34032,,465694
2023-01-20,6.64,48.62,0.211150652431791,0.593123586670166,1068,18109,839566,134176,39,291,604,43,,4475,4290,29576,163752,32998,,465774
2023-01-21,6.55,47.53,0.20719652036378,0.622114238464687,1048,17932,839856,134203,12,134,288,27,,4324,3291,29579,163782,32256,,465832
2023-01-22,6.54,47.31,0.206405693950178,0.653777681395022,1044,17911,839907,134212,8,39,52,9,,3477,1042,29579,163791,32106,,465908
2023-01-23,6.39,45.56,0.200869909054962,0.687598384576065,1016,17639,840474,134314,55,406,565,102,,1027,7566,29579,163893,30918,,465911
2023-01-24,6.36,45.07,0.192170818505338,0.722713182343449,972,17206,841227,134373,28,397,753,60,,7263,5173,29579,163952,30583,,465912
2023-01-25,6.42,45.41,0.18920521945433,0.757901633611413,957,16917,841782,134407,38,326,564,34,,5347,5171,29579,163986,30814,,466105
2023-01-26,6.45,45.92,0.185053380782918,0.791615255473549,936,16479,842480,134457,39,320,700,52,,5287,4639,29579,164036,31160,,466105
2023-01-27,6.47,46.19,0.180110715697904,0.822042902698985,911,15986,843250,134501,29,324,765,44,,4681,4473,29579,164080,31344,,466204
2023-01-28,6.52,46.66,0.176947410043495,0.847200826444156,895,15649,843683,134532,11,128,440,31,,4513,3612,29579,164111,31665,,466204
2023-01-29,6.51,46.57,0.177145116646896,,896,15591,843774,134538,5,38,89,6,,3802,977,29579,164117,31601,,466308
2023-01-30,6.47,45.72,0.174574930802689,,883,15365,844326,134597,53,393,556,60,,982,6992,29579,164176,31028,,466309
2023-01-31,,,0.171016211941479,,865,14768,845203,134654,31,361,883,58,,6860,,29579,164233,,,466309
2023-02-01,,,0.165678133649664,,838,14316,846047,134707,40,448,840,53,,4506,,29579,164286,,80.5,466378
2023-02-02,,,0.161921708185053,,819,14037,846572,134757,30,303,530,50,,4021,,29581,164338,,,466436
