areaCode,areaName,areaType,date,cumDeaths28DaysByDeathDate,newDeaths28DaysByDeathDate
E12000007,London,region,2020-11-29,7202,49
E12000007,London,region,2020-11-28,7153,33
E12000007,London,region,2020-11-27,7120,21
E12000007,London,region,2020-11-26,7099,29
E12000007,London,region,2020-11-25,7070,39
E12000007,London,region,2020-11-24,7031,30
E12000007,London,region,2020-11-23,7001,18
E12000007,London,region,2020-11-22,6983,29
E12000007,London,region,2020-11-21,6954,20
E12000007,London,region,2020-11-20,6934,28
E12000007,London,region,2020-11-19,6906,27
E12000007,London,region,2020-11-18,6879,21
E12000007,London,region,2020-11-17,6858,30
E12000007,London,region,2020-11-16,6828,30
E12000007,London,region,2020-11-15,6798,19
E12000007,London,region,2020-11-14,6779,20
E12000007,London,region,2020-11-13,6759,13
E12000007,London,region,2020-11-12,6746,20
E12000007,London,region,2020-11-11,6726,12
E12000007,London,region,2020-11-10,6714,15
E12000007,London,region,2020-11-09,6699,29
E12000007,London,region,2020-11-08,6670,20
E12000007,London,region,2020-11-07,6650,23
E12000007,London,region,2020-11-06,6627,16
E12000007,London,region,2020-11-05,6611,15
E12000007,London,region,2020-11-04,6596,16
E12000007,London,region,2020-11-03,6580,13
E12000007,London,region,2020-11-02,6567,19
E12000007,London,region,2020-11-01,6548,17
E12000007,London,region,2020-10-31,6531,8
E12000007,London,region,2020-10-30,6523,14
E12000007,London,region,2020-10-29,6509,12
E12000007,London,region,2020-10-28,6497,21
E12000007,London,region,2020-10-27,6476,14
E12000007,London,region,2020-10-26,6462,12
E12000007,London,region,2020-10-25,6450,11
E12000007,London,region,2020-10-24,6439,18
E12000007,London,region,2020-10-23,6421,6
E12000007,London,region,2020-10-22,6415,11
E12000007,London,region,2020-10-21,6404,15
E12000007,London,region,2020-10-20,6389,7
E12000007,London,region,2020-10-19,6382,12
E12000007,London,region,2020-10-18,6370,6
E12000007,London,region,2020-10-17,6364,4
E12000007,London,region,2020-10-16,6360,7
E12000007,London,region,2020-10-15,6353,12
E12000007,London,region,2020-10-14,6341,4
E12000007,London,region,2020-10-13,6337,5
E12000007,London,region,2020-10-12,6332,6
E12000007,London,region,2020-10-11,6326,4
E12000007,London,region,2020-10-10,6322,6
E12000007,London,region,2020-10-09,6316,7
E12000007,London,region,2020-10-08,6309,6
E12000007,London,region,2020-10-07,6303,6
E12000007,London,region,2020-10-06,6297,5
E12000007,London,region,2020-10-05,6292,9
E12000007,London,region,2020-10-04,6283,2
E12000007,London,region,2020-10-03,6281,2
E12000007,London,region,2020-10-02,6279,3
E12000007,London,region,2020-10-01,6276,5
E12000007,London,region,2020-09-30,6271,6
E12000007,London,region,2020-09-29,6265,9
E12000007,London,region,2020-09-28,6256,5
E12000007,London,region,2020-09-27,6251,2
E12000007,London,region,2020-09-26,6249,2
E12000007,London,region,2020-09-25,6247,1
E12000007,London,region,2020-09-24,6246,2
E12000007,London,region,2020-09-23,6244,7
E12000007,London,region,2020-09-22,6237,6
E12000007,London,region,2020-09-21,6231,4
E12000007,London,region,2020-09-20,6227,4
E12000007,London,region,2020-09-19,6223,3
E12000007,London,region,2020-09-18,6220,1
E12000007,London,region,2020-09-17,6219,4
E12000007,London,region,2020-09-16,6215,2
E12000007,London,region,2020-09-15,6213,1
E12000007,London,region,2020-09-14,6212,0
E12000007,London,region,2020-09-13,6212,0
E12000007,London,region,2020-09-12,6212,0
E12000007,London,region,2020-09-11,6212,3
E12000007,London,region,2020-09-10,6209,2
E12000007,London,region,2020-09-09,6207,0
E12000007,London,region,2020-09-08,6207,0
E12000007,London,region,2020-09-07,6207,0
E12000007,London,region,2020-09-06,6207,2
E12000007,London,region,2020-09-05,6205,0
E12000007,London,region,2020-09-04,6205,0
E12000007,London,region,2020-09-03,6205,1
E12000007,London,region,2020-09-02,6204,1
E12000007,London,region,2020-09-01,6203,0
E12000007,London,region,2020-08-31,6203,1
E12000007,London,region,2020-08-30,6202,0
E12000007,London,region,2020-08-29,6202,0
E12000007,London,region,2020-08-28,6202,0
E12000007,London,region,2020-08-27,6202,0
E12000007,London,region,2020-08-26,6202,0
E12000007,London,region,2020-08-25,6202,1
E12000007,London,region,2020-08-24,6201,0
E12000007,London,region,2020-08-23,6201,0
E12000007,London,region,2020-08-22,6201,1
E12000007,London,region,2020-08-21,6200,0
E12000007,London,region,2020-08-20,6200,1
E12000007,London,region,2020-08-19,6199,0
E12000007,London,region,2020-08-18,6199,1
E12000007,London,region,2020-08-17,6198,2
E12000007,London,region,2020-08-16,6196,0
E12000007,London,region,2020-08-15,6196,0
E12000007,London,region,2020-08-14,6196,0
E12000007,London,region,2020-08-13,6196,2
E12000007,London,region,2020-08-12,6194,0
E12000007,London,region,2020-08-11,6194,1
E12000007,London,region,2020-08-10,6193,1
E12000007,London,region,2020-08-09,6192,0
E12000007,London,region,2020-08-08,6192,1
E12000007,London,region,2020-08-07,6191,0
E12000007,London,region,2020-08-06,6191,0
E12000007,London,region,2020-08-05,6191,0
E12000007,London,region,2020-08-04,6191,0
E12000007,London,region,2020-08-03,6191,0
E12000007,London,region,2020-08-02,6191,1
E12000007,London,region,2020-08-01,6190,2
E12000007,London,region,2020-07-31,6188,2
E12000007,London,region,2020-07-30,6186,0
E12000007,London,region,2020-07-29,6186,0
E12000007,London,region,2020-07-28,6186,0
E12000007,London,region,2020-07-27,6186,2
E12000007,London,region,2020-07-26,6184,0
E12000007,London,region,2020-07-25,6184,0
E12000007,London,region,2020-07-24,6184,0
E12000007,London,region,2020-07-23,6184,2
E12000007,London,region,2020-07-22,6182,0
E12000007,London,region,2020-07-21,6182,0
E12000007,London,region,2020-07-20,6182,0
E12000007,London,region,2020-07-19,6182,0
E12000007,London,region,2020-07-18,6182,0
E12000007,London,region,2020-07-17,6182,2
E12000007,London,region,2020-07-16,6180,0
E12000007,London,region,2020-07-15,6180,1
E12000007,London,region,2020-07-14,6179,0
E12000007,London,region,2020-07-13,6179,1
E12000007,London,region,2020-07-12,6178,1
E12000007,London,region,2020-07-11,6177,3
E12000007,London,region,2020-07-10,6174,0
E12000007,London,region,2020-07-09,6174,2
E12000007,London,region,2020-07-08,6172,3
E12000007,London,region,2020-07-07,6169,1
E12000007,London,region,2020-07-06,6168,3
E12000007,London,region,2020-07-05,6165,3
E12000007,London,region,2020-07-04,6162,1
E12000007,London,region,2020-07-03,6161,1
E12000007,London,region,2020-07-02,6160,2
E12000007,London,region,2020-07-01,6158,1
E12000007,London,region,2020-06-30,6157,1
E12000007,London,region,2020-06-29,6156,1
E12000007,London,region,2020-06-28,6155,1
E12000007,London,region,2020-06-27,6154,0
E12000007,London,region,2020-06-26,6154,0
E12000007,London,region,2020-06-25,6154,1
E12000007,London,region,2020-06-24,6153,4
E12000007,London,region,2020-06-23,6149,0
E12000007,London,region,2020-06-22,6149,3
E12000007,London,region,2020-06-21,6146,2
E12000007,London,region,2020-06-20,6144,2
E12000007,London,region,2020-06-19,6142,2
E12000007,London,region,2020-06-18,6140,0
E12000007,London,region,2020-06-17,6140,1
E12000007,London,region,2020-06-16,6139,1
E12000007,London,region,2020-06-15,6138,3
E12000007,London,region,2020-06-14,6135,2
E12000007,London,region,2020-06-13,6133,1
E12000007,London,region,2020-06-12,6132,5
E12000007,London,region,2020-06-11,6127,5
E12000007,London,region,2020-06-10,6122,6
E12000007,London,region,2020-06-09,6116,2
E12000007,London,region,2020-06-08,6114,8
E12000007,London,region,2020-06-07,6106,5
E12000007,London,region,2020-06-06,6101,3
E12000007,London,region,2020-06-05,6098,2
E12000007,London,region,2020-06-04,6096,6
E12000007,London,region,2020-06-03,6090,6
E12000007,London,region,2020-06-02,6084,7
E12000007,London,region,2020-06-01,6077,5
E12000007,London,region,2020-05-31,6072,5
E12000007,London,region,2020-05-30,6067,7
E12000007,London,region,2020-05-29,6060,5
E12000007,London,region,2020-05-28,6055,9
E12000007,London,region,2020-05-27,6046,8
E12000007,London,region,2020-05-26,6038,11
E12000007,London,region,2020-05-25,6027,9
E12000007,London,region,2020-05-24,6018,6
E12000007,London,region,2020-05-23,6012,6
E12000007,London,region,2020-05-22,6006,8
E12000007,London,region,2020-05-21,5998,12
E12000007,London,region,2020-05-20,5986,16
E12000007,London,region,2020-05-19,5970,20
E12000007,London,region,2020-05-18,5950,13
E12000007,London,region,2020-05-17,5937,14
E12000007,London,region,2020-05-16,5923,10
E12000007,London,region,2020-05-15,5913,18
E12000007,London,region,2020-05-14,5895,17
E12000007,London,region,2020-05-13,5878,12
E12000007,London,region,2020-05-12,5866,15
E12000007,London,region,2020-05-11,5851,23
E12000007,London,region,2020-05-10,5828,27
E12000007,London,region,2020-05-09,5801,25
E12000007,London,region,2020-05-08,5776,30
E12000007,London,region,2020-05-07,5746,28
E12000007,London,region,2020-05-06,5718,43
E12000007,London,region,2020-05-05,5675,34
E12000007,London,region,2020-05-04,5641,37
E12000007,London,region,2020-05-03,5604,43
E12000007,London,region,2020-05-02,5561,52
E12000007,London,region,2020-05-01,5509,42
E12000007,London,region,2020-04-30,5467,45
E12000007,London,region,2020-04-29,5422,52
E12000007,London,region,2020-04-28,5370,58
E12000007,London,region,2020-04-27,5312,55
E12000007,London,region,2020-04-26,5257,62
E12000007,London,region,2020-04-25,5195,57
E12000007,London,region,2020-04-24,5138,75
E12000007,London,region,2020-04-23,5063,80
E12000007,London,region,2020-04-22,4983,110
E12000007,London,region,2020-04-21,4873,105
E12000007,London,region,2020-04-20,4768,97
E12000007,London,region,2020-04-19,4671,116
E12000007,London,region,2020-04-18,4555,118
E12000007,London,region,2020-04-17,4437,110
E12000007,London,region,2020-04-16,4327,138
E12000007,London,region,2020-04-15,4189,147
E12000007,London,region,2020-04-14,4042,143
E12000007,London,region,2020-04-13,3899,170
E12000007,London,region,2020-04-12,3729,169
E12000007,London,region,2020-04-11,3560,164
E12000007,London,region,2020-04-10,3396,174
E12000007,London,region,2020-04-09,3222,200
E12000007,London,region,2020-04-08,3022,232
E12000007,London,region,2020-04-07,2790,221
E12000007,London,region,2020-04-06,2569,197
E12000007,London,region,2020-04-05,2372,196
E12000007,London,region,2020-04-04,2176,225
E12000007,London,region,2020-04-03,1951,192
E12000007,London,region,2020-04-02,1759,193
E12000007,London,region,2020-04-01,1566,189
E12000007,London,region,2020-03-31,1377,181
E12000007,London,region,2020-03-30,1196,148
E12000007,London,region,2020-03-29,1048,144
E12000007,London,region,2020-03-28,904,119
E12000007,London,region,2020-03-27,785,128
E12000007,London,region,2020-03-26,657,123
E12000007,London,region,2020-03-25,534,119
E12000007,London,region,2020-03-24,415,87
E12000007,London,region,2020-03-23,328,56
E12000007,London,region,2020-03-22,272,53
E12000007,London,region,2020-03-21,219,46
E12000007,London,region,2020-03-20,173,46
E12000007,London,region,2020-03-19,127,25
E12000007,London,region,2020-03-18,102,26
E12000007,London,region,2020-03-17,76,24
E12000007,London,region,2020-03-16,52,15
E12000007,London,region,2020-03-15,37,8
E12000007,London,region,2020-03-14,29,11
E12000007,London,region,2020-03-13,18,6
E12000007,London,region,2020-03-12,12,6
E12000007,London,region,2020-03-11,6,3
E12000007,London,region,2020-03-10,3,1
E12000007,London,region,2020-03-09,2,2
