,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.17623,0.01221,0.15382,0.19992,1.00397
γ,0.07182,0.00731,0.05826,0.08547,1.00279
ρ,0.01037,0.00316,0.0052,0.01625,1.00139
i0,497.50095,193.47598,194.92728,860.75936,1.00132
R0,2.15483,0.15931,1.84395,2.43547,1.00189
