,mean,sd,hdi_3%,hdi_97%,r_hat
beta,0.21952,0.02738,0.17236,0.2714,1.00246
gamma,0.08514,0.02641,0.04016,0.13314,1.00129
rho,0.03711,0.00745,0.02402,0.05047,1.00085
i0,150.51715,41.60158,76.16315,226.65117,1.00597
R0,1.8329,0.19536,1.49092,2.19485,1.00254
