,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.38959,0.04247,0.31673,0.47578,1.00674
γ,0.12469,0.01259,0.10163,0.14828,1.00198
ρ,0.0168,0.00525,0.00795,0.02638,1.00014
i0,36.89006,22.3798,3.09919,76.06832,1.00564
R0,2.76995,0.33447,2.18279,3.40527,1.0036
