,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.2854,0.01773,0.25039,0.31679,1.0032
γ,0.12515,0.01285,0.10252,0.14991,1.00139
ρ,0.01682,0.00516,0.00846,0.02658,1.00258
i0,128.92262,51.73235,43.89888,221.55342,1.00345
R0,2.0202,0.1298,1.78809,2.26787,1.00164
