,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.31647,0.03123,0.26088,0.37618,1.00102
γ,0.12496,0.01266,0.10177,0.14857,1.00116
ρ,0.01681,0.00506,0.00843,0.02645,1.00061
i0,80.97107,40.56064,20.02424,157.43692,1.00087
R0,2.24369,0.23435,1.82766,2.67646,1.00188
