,mean,sd,hdi_3%,hdi_97%,r_hat
beta,0.19097,0.02905,0.14273,0.24572,1.00049
gamma,0.08885,0.02773,0.04361,0.14017,1.00038
rho,0.03734,0.00772,0.02401,0.05247,1.0
i0,250.39314,71.62116,130.72415,391.36075,1.00033
R0,1.53849,0.13338,1.31248,1.79212,1.00036
