,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.19807,0.01228,0.17552,0.22153,1.00302
γ,0.07147,0.00708,0.05905,0.08512,1.00138
ρ,0.01034,0.00323,0.00472,0.01615,1.00422
i0,333.89956,126.67525,136.3981,576.91207,1.00239
R0,2.43404,0.17754,2.11096,2.77148,1.00002
