,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.32744,0.03123,0.27212,0.38604,1.0042
γ,0.12595,0.01289,0.10161,0.15051,1.00354
ρ,0.08947,0.02775,0.0416,0.14079,1.00295
i0,520.28306,190.84684,203.16628,873.13454,1.00379
R0,1.53001,0.08398,1.37955,1.69107,1.00212
