,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.37039,0.03778,0.30427,0.44494,1.00326
γ,0.07163,0.00707,0.05884,0.08521,1.00142
ρ,0.09308,0.02753,0.04504,0.14263,1.00301
i0,137.70531,63.4913,42.68858,248.67814,1.00288
R0,2.28447,0.26698,1.76684,2.76429,1.00117
