,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.43394,0.0351,0.36658,0.49868,1.00008
γ,0.12559,0.01243,0.1029,0.1483,1.00139
ρ,0.08668,0.02672,0.04022,0.1335,1.00156
i0,121.35326,50.33104,41.20894,213.51401,1.00107
R0,2.06339,0.17065,1.75461,2.38462,1.00012
