,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.32928,0.03309,0.27001,0.39166,1.00209
γ,0.07181,0.00714,0.05978,0.08587,1.00213
ρ,0.09385,0.02778,0.04469,0.14428,1.00227
i0,221.47377,90.77137,75.55367,392.03311,1.00227
R0,2.01706,0.20846,1.66458,2.42244,1.00054
