areaCode,areaName,areaType,date,cumCasesByPublishDate,newCasesByPublishDate
E92000001,England,nation,2022-06-16,18896327,12080
E92000001,England,nation,2022-06-15,18884257,13401
E92000001,England,nation,2022-06-14,18870862,12031
E92000001,England,nation,2022-06-13,18858834,28249
E92000001,England,nation,2022-06-12,18830603,0
E92000001,England,nation,2022-06-11,18830603,0
E92000001,England,nation,2022-06-10,18830603,9217
E92000001,England,nation,2022-06-09,18821397,9741
E92000001,England,nation,2022-06-08,18811661,9298
E92000001,England,nation,2022-06-07,18802365,10240
E92000001,England,nation,2022-06-06,18792128,29155
E92000001,England,nation,2022-06-05,18762989,0
E92000001,England,nation,2022-06-04,18762989,0
E92000001,England,nation,2022-06-03,18762989,0
E92000001,England,nation,2022-06-02,18762989,0
E92000001,England,nation,2022-06-01,18762989,5313
E92000001,England,nation,2022-05-31,18757683,5802
E92000001,England,nation,2022-05-30,18751882,13590
E92000001,England,nation,2022-05-29,18738306,0
E92000001,England,nation,2022-05-28,18738306,0
E92000001,England,nation,2022-05-27,18738306,4661
E92000001,England,nation,2022-05-26,18733650,5293
E92000001,England,nation,2022-05-25,18728368,5810
E92000001,England,nation,2022-05-24,18722566,6352
E92000001,England,nation,2022-05-23,18716214,14592
E92000001,England,nation,2022-05-22,18701642,0
E92000001,England,nation,2022-05-21,18701642,0
E92000001,England,nation,2022-05-20,18701642,6003
E92000001,England,nation,2022-05-19,18695641,6704
E92000001,England,nation,2022-05-18,18688946,7388
E92000001,England,nation,2022-05-17,18681566,8102
E92000001,England,nation,2022-05-16,18673471,16903
E92000001,England,nation,2022-05-15,18656568,0
E92000001,England,nation,2022-05-14,18656568,0
E92000001,England,nation,2022-05-13,18656568,6511
E92000001,England,nation,2022-05-12,18650062,10874
E92000001,England,nation,2022-05-11,18639196,8036
E92000001,England,nation,2022-05-10,18631175,9751
E92000001,England,nation,2022-05-09,18621424,21712
E92000001,England,nation,2022-05-08,18599739,0
E92000001,England,nation,2022-05-07,18599739,0
E92000001,England,nation,2022-05-06,18599739,9405
E92000001,England,nation,2022-05-05,18590347,10311
E92000001,England,nation,2022-05-04,18580049,14596
E92000001,England,nation,2022-05-03,18565456,29029
E92000001,England,nation,2022-05-02,18536477,0
E92000001,England,nation,2022-05-01,18536477,0
E92000001,England,nation,2022-04-30,18536477,0
E92000001,England,nation,2022-04-29,18536477,9705
E92000001,England,nation,2022-04-28,18526781,10945
E92000001,England,nation,2022-04-27,18515847,13481
E92000001,England,nation,2022-04-26,18502386,13045
E92000001,England,nation,2022-04-25,18489342,35925
E92000001,England,nation,2022-04-24,18453469,0
E92000001,England,nation,2022-04-23,18453469,0
E92000001,England,nation,2022-04-22,18453469,15832
E92000001,England,nation,2022-04-21,18437668,18475
E92000001,England,nation,2022-04-20,18419203,20767
E92000001,England,nation,2022-04-19,18398440,93281
E92000001,England,nation,2022-04-18,18305250,0
E92000001,England,nation,2022-04-17,18305250,0
E92000001,England,nation,2022-04-16,18305250,0
E92000001,England,nation,2022-04-15,18305250,0
E92000001,England,nation,2022-04-14,18305250,27283
E92000001,England,nation,2022-04-13,18277995,29335
E92000001,England,nation,2022-04-12,18248680,31230
E92000001,England,nation,2022-04-11,18217512,75194
E92000001,England,nation,2022-04-10,18142371,0
E92000001,England,nation,2022-04-09,18142371,0
E92000001,England,nation,2022-04-08,18142371,33782
E92000001,England,nation,2022-04-07,18108626,38678
E92000001,England,nation,2022-04-06,18070000,42392
E92000001,England,nation,2022-04-05,18027644,41436
E92000001,England,nation,2022-04-04,17986241,122027
E92000001,England,nation,2022-04-03,17864687,0
E92000001,England,nation,2022-04-02,17864687,0
E92000001,England,nation,2022-04-01,17864687,60220
E92000001,England,nation,2022-03-31,17804704,62816
E92000001,England,nation,2022-03-30,17742075,74419
E92000001,England,nation,2022-03-29,17667861,64935
E92000001,England,nation,2022-03-28,17603000,183459
E92000001,England,nation,2022-03-27,17419944,0
E92000001,England,nation,2022-03-26,17419944,0
E92000001,England,nation,2022-03-25,17419944,63371
E92000001,England,nation,2022-03-24,17356644,79373
E92000001,England,nation,2022-03-23,17277446,85916
E92000001,England,nation,2022-03-22,17191749,74804
E92000001,England,nation,2022-03-21,17117061,188925
E92000001,England,nation,2022-03-20,16928787,0
E92000001,England,nation,2022-03-19,16928787,0
E92000001,England,nation,2022-03-18,16928787,68492
E92000001,England,nation,2022-03-17,16860551,75681
E92000001,England,nation,2022-03-16,16785149,76366
E92000001,England,nation,2022-03-15,16709007,64313
E92000001,England,nation,2022-03-14,16644795,163954
E92000001,England,nation,2022-03-13,16481364,0
E92000001,England,nation,2022-03-12,16481364,0
E92000001,England,nation,2022-03-11,16481364,55883
E92000001,England,nation,2022-03-10,16425663,52722
E92000001,England,nation,2022-03-09,16373115,51378
E92000001,England,nation,2022-03-08,16321911,44918
E92000001,England,nation,2022-03-07,16277054,95324
E92000001,England,nation,2022-03-06,16182092,0
E92000001,England,nation,2022-03-05,16182092,0
E92000001,England,nation,2022-03-04,16182092,31776
E92000001,England,nation,2022-03-03,16150464,32858
E92000001,England,nation,2022-03-02,16117745,32077
E92000001,England,nation,2022-03-01,16085841,26711
E92000001,England,nation,2022-02-28,16059214,60595
E92000001,England,nation,2022-02-27,15998983,0
E92000001,England,nation,2022-02-26,15998983,0
E92000001,England,nation,2022-02-25,15998983,23526
E92000001,England,nation,2022-02-24,15975718,28193
E92000001,England,nation,2022-02-23,15947871,29703
E92000001,England,nation,2022-02-22,15918472,30080
E92000001,England,nation,2022-02-21,15888557,29753
E92000001,England,nation,2022-02-20,15859074,23831
E92000001,England,nation,2022-02-19,15835403,32230
E92000001,England,nation,2022-02-18,15803539,36900
E92000001,England,nation,2022-02-17,15767071,40376
E92000001,England,nation,2022-02-16,15727107,42756
E92000001,England,nation,2022-02-15,15684719,36471
E92000001,England,nation,2022-02-14,15648433,31943
E92000001,England,nation,2022-02-13,15616753,32316
E92000001,England,nation,2022-02-12,15584863,37791
E92000001,England,nation,2022-02-11,15547597,46736
E92000001,England,nation,2022-02-10,15501331,53993
E92000001,England,nation,2022-02-09,15447906,59193
E92000001,England,nation,2022-02-08,15389601,58453
E92000001,England,nation,2022-02-07,15331148,48601
E92000001,England,nation,2022-02-06,15282993,49533
E92000001,England,nation,2022-02-05,15234229,57377
E92000001,England,nation,2022-02-04,15177316,73185
E92000001,England,nation,2022-02-03,15106124,77189
E92000001,England,nation,2022-02-02,15028951,81446
E92000001,England,nation,2022-02-01,14948735,103353
E92000001,England,nation,2022-01-31,14845382,81720
E92000001,England,nation,2022-01-30,14023177,59559
E92000001,England,nation,2022-01-29,13963618,69137
E92000001,England,nation,2022-01-28,13895065,78711
E92000001,England,nation,2022-01-27,13817017,85288
E92000001,England,nation,2022-01-26,13732435,90587
E92000001,England,nation,2022-01-25,13642522,84302
E92000001,England,nation,2022-01-24,13558510,77232
E92000001,England,nation,2022-01-23,13482354,68913
E92000001,England,nation,2022-01-22,13413441,73331
E92000001,England,nation,2022-01-21,13341488,85902
E92000001,England,nation,2022-01-20,13255586,95974
E92000001,England,nation,2022-01-19,13160429,96545
E92000001,England,nation,2022-01-18,13064494,84987
E92000001,England,nation,2022-01-17,12979908,74249
E92000001,England,nation,2022-01-16,12906041,66273
E92000001,England,nation,2022-01-15,12840532,74576
E92000001,England,nation,2022-01-14,12766944,87857
E92000001,England,nation,2022-01-13,12680151,97770
E92000001,England,nation,2022-01-12,12585787,116173
E92000001,England,nation,2022-01-11,12469614,104833
E92000001,England,nation,2022-01-10,12370121,115998
E92000001,England,nation,2022-01-09,12254123,121228
E92000001,England,nation,2022-01-08,12132895,130330
E92000001,England,nation,2022-01-07,12008346,149405
E92000001,England,nation,2022-01-06,11858941,152306
E92000001,England,nation,2022-01-05,11706635,150232
E92000001,England,nation,2022-01-04,11557285,148725
E92000001,England,nation,2022-01-03,11408560,137541
E92000001,England,nation,2022-01-02,11272332,123547
E92000001,England,nation,2022-01-01,11151423,162572
E92000001,England,nation,2021-12-31,10988851,160276
E92000001,England,nation,2021-12-30,10828575,146604
E92000001,England,nation,2021-12-29,10683026,138287
