,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.2819,0.01436,0.25369,0.30763,1.00671
γ,0.12346,0.01233,0.10135,0.14641,1.00325
ρ,0.00794,0.00239,0.00397,0.01244,1.00134
i0,142.27815,51.03676,60.30447,236.56677,1.00133
R0,2.1559,0.12419,1.92445,2.38022,1.00154
