,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.26674,0.01484,0.23903,0.29503,1.00339
γ,0.12389,0.01217,0.10218,0.1468,1.00075
ρ,0.00786,0.00242,0.00382,0.01232,1.00357
i0,1676.64117,554.60557,778.61351,2657.05092,1.0042
R0,2.03374,0.11708,1.8092,2.24529,1.00115
