,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.22316,0.02458,0.17815,0.26648,1.0013
γ,0.07106,0.02115,0.03366,0.10959,1.00177
ρ,0.009,0.0049,0.00205,0.01778,1.00138
i0,1025.09408,572.44567,236.32388,2080.29135,1.00202
R0,2.91866,0.5407,2.00799,3.94349,1.00058
