,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.36045,0.03255,0.30313,0.42391,1.00156
γ,0.12349,0.01224,0.10075,0.146,1.00069
ρ,0.00788,0.00244,0.00386,0.01248,1.0034
i0,32.76314,18.51914,5.39185,67.64629,1.00183
R0,2.75965,0.28895,2.28398,3.32397,1.00123
