,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.32091,0.01721,0.28708,0.35227,1.00049
γ,0.12383,0.01225,0.10261,0.14842,1.00035
ρ,0.00785,0.00241,0.00379,0.01231,1.00012
i0,67.5248,27.0489,26.49355,117.27585,1.00047
R0,2.45043,0.17101,2.13619,2.76233,1.00162
