,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.44727,0.05573,0.34854,0.55724,1.00037
γ,0.06934,0.02037,0.03529,0.1084,1.00154
ρ,0.00843,0.00434,0.00195,0.01584,0.99992
i0,7.47072,7.38243,0.44884,18.64736,1.0004
R0,6.098,1.5675,3.47279,9.00807,1.0019
