,mean,sd,hdi_3%,hdi_97%,r_hat
beta,0.19659,0.03109,0.14454,0.25356,1.01495
gamma,0.08801,0.02653,0.04401,0.13943,1.0098
rho,0.03702,0.00758,0.02267,0.05018,1.00826
i0,148.08942,76.10437,29.37937,286.58594,1.00145
R0,1.60205,0.20638,1.2682,1.97098,1.00783
