,mean,sd,hdi_3%,hdi_97%,r_hat
β,0.32329,0.02652,0.27717,0.3756,1.00229
γ,0.06953,0.0209,0.03484,0.10879,1.00264
ρ,0.00893,0.00466,0.00236,0.01762,1.00353
i0,26.62117,16.82919,4.81709,57.15164,1.00348
R0,4.35154,0.93211,2.67486,5.97527,1.00206
