,date,cumDeath,Version,Total_reported,Hospital_admission
890,2022-11-11,68600,8568.0,25582536.0,10708929.0
891,2022-11-15,91512,11424.0,34121165.0,14278572.0
892,2022-11-18,68669,8568.0,25599805.0,10708929.0
893,2022-11-22,91584,11424.0,34143116.0,14278572.0
894,2022-11-25,68711,8568.0,25615480.0,10708929.0
895,2022-11-29,91630,11424.0,34163524.0,14278572.0
896,2022-12-02,68747,8568.0,25631567.0,10708929.0
897,2022-12-06,91690,11424.0,34185498.0,14278572.0
898,2022-12-09,68800,8568.0,25648079.0,10708929.0
899,2022-12-13,91750,11424.0,34208117.0,14278572.0
900,2022-12-16,68824,8568.0,25665616.0,10708929.0
901,2022-12-20,91794,11424.0,34231562.0,14278572.0
902,2022-12-23,68889,8568.0,25685236.0,10708929.0
903,2022-12-27,91879,11424.0,34260022.0,14278572.0
904,2022-12-30,68952,8568.0,25704613.0,10708929.0
905,2023-01-03,10671926,11360.0,34284176.0,14198580.0
906,2023-01-06,10648935,8520.0,25721488.0,10648935.0
907,2023-01-10,14198580,11360.0,34303006.0,14198580.0
908,2023-01-13,10648935,8520.0,25732391.0,10648935.0
909,2023-01-17,14198580,11360.0,34313407.0,14198580.0
910,2023-01-20,10648935,8520.0,25738275.0,10648935.0
911,2023-01-24,14198580,11360.0,34320857.0,14198580.0
912,2023-01-27,10648935,8520.0,25743376.0,10648935.0
913,2023-01-31,14198580,11360.0,34328099.0,14198580.0
914,2023-02-03,10648935,8520.0,25749825.0,10648935.0
915,2023-02-07,14198580,11360.0,34337604.0,14198580.0
916,2023-02-10,10648935,8520.0,25757841.0,10648935.0
917,2023-02-14,14198580,11360.0,34348729.0,14198580.0
918,2023-02-17,10648935,8520.0,25767403.0,10648935.0
919,2023-02-21,14198580,11360.0,34363263.0,14198580.0
920,2023-02-24,10648935,8520.0,25779907.0,10648935.0
921,2023-02-28,14198580,11360.0,34381556.0,14198580.0
922,2023-03-03,10648935,8520.0,25792845.0,10648935.0
923,2023-03-07,14198580,11360.0,34396622.0,14198580.0
924,2023-03-10,10648935,8520.0,25804898.0,10648935.0
925,2023-03-14,14198580,11360.0,34415600.0,14198580.0
926,2023-03-17,10648935,8520.0,25816599.0,10648935.0
927,2023-03-21,14198580,11360.0,34426126.0,14198580.0
928,2023-03-24,10648935,8520.0,25823445.0,10648935.0
929,2023-03-28,14198580,11360.0,34434105.0,14198580.0
930,2023-03-31,10648935,8520.0,25828395.0,10648935.0
