date,cumDeath,cumCases
2022-10-31,179207,23557491.0
2022-11-01,179289,23588910.0
2022-11-02,179349,23603016.0
2022-11-03,179436,23642011.0
2022-11-04,179554,23670432.0
2022-11-05,179655,23697012.0
2022-11-06,179700,23717678.0
2022-11-07,179753,23727919.0
2022-11-08,179839,23766824.0
2022-11-09,179920,23794996.0
2022-11-10,179985,23823192.0
2022-11-11,180069,23850425.0
2022-11-12,180139,23878193.0
2022-11-13,180185,23900994.0
2022-11-14,180251,23912307.0
2022-11-15,180357,23959641.0
2022-11-16,180445,23995828.0
2022-11-17,180518,24031538.0
2022-11-18,180603,24066368.0
2022-11-19,180679,24099206.0
2022-11-20,180716,24125161.0
2022-11-21,180782,24137832.0
2022-11-22,180899,24188113.0
2022-11-23,181009,24223753.0
2022-11-24,181098,24260660.0
2022-11-25,181182,24295256.0
2022-11-26,181271,24327664.0
2022-11-27,181322,24351620.0
2022-11-28,181403,24363886.0
2022-11-29,181544,24414506.0
2022-11-30,181630,24451483.0
2022-12-01,181733,24488080.0
2022-12-02,181839,24521929.0
2022-12-03,181944,24555456.0
2022-12-04,181989,24580870.0
2022-12-05,182056,24593417.0
2022-12-06,182222,24642880.0
2022-12-07,182324,24678245.0
2022-12-08,182419,24709404.0
2022-12-09,182509,24720510.0
2022-12-10,182619,24753889.0
2022-12-11,182667,24777130.0
2022-12-12,182741,24788784.0
2022-12-13,182883,24831241.0
2022-12-14,183026,24859111.0
2022-12-15,183138,24884034.0
2022-12-16,183269,24907108.0
2022-12-17,183370,24928076.0
2022-12-18,183438,24944342.0
2022-12-19,183522,24952887.0
2022-12-20,183639,24981362.0
2022-12-21,183780,25002042.0
2022-12-22,183936,25021606.0
2022-12-23,184070,25040738.0
2022-12-24,184168,25060503.0
2022-12-25,184212,25076477.0
2022-12-26,184248,25081005.0
2022-12-27,184324,25089327.0
2022-12-28,184528,25119088.0
2022-12-29,184642,25143705.0
2022-12-30,184792,25168438.0
2022-12-31,184918,25192831.0
2023-01-01,184972,25210071.0
2023-01-02,185058,25215501.0
2023-01-03,185198,25242603.0
2023-01-04,185295,25261808.0
2023-01-05,185417,25279682.0
