date,cumDailyNsoDeathsByDeathDate,cumCases,cumDeath
2023-01-20,218629.0,17661859.0,218629.0
2023-01-21,218701.0,17686656.0,218701.0
2023-01-22,218774.0,17686656.0,218774.0
2023-01-23,218851.0,17699393.0,218851.0
2023-01-24,218932.0,17716753.0,218932.0
2023-01-25,218998.0,17733873.0,218998.0
2023-01-26,219068.0,17748144.0,219068.0
2023-01-27,219144.0,17766293.0,219144.0
2023-01-28,219217.0,17790627.0,219217.0
2023-01-29,219292.0,17790627.0,219292.0
2023-01-30,219350.0,17801834.0,219350.0
2023-01-31,219410.0,17827348.0,219410.0
2023-02-01,219476.0,17841133.0,219476.0
2023-02-02,219549.0,17859649.0,219549.0
2023-02-03,219618.0,17873752.0,219618.0
2023-02-04,219680.0,17892396.0,219680.0
2023-02-05,219752.0,17892396.0,219752.0
2023-02-06,219806.0,17915242.0,219806.0
2023-02-07,219873.0,17931379.0,219873.0
2023-02-08,219942.0,17947221.0,219942.0
2023-02-09,220004.0,17960256.0,220004.0
2023-02-10,220074.0,17978448.0,220074.0
2023-02-11,220132.0,17998389.0,220132.0
2023-02-12,220197.0,17998389.0,220197.0
2023-02-13,220248.0,18017680.0,220248.0
2023-02-14,220322.0,18036032.0,220322.0
2023-02-15,220389.0,18051671.0,220389.0
2023-02-16,220460.0,18066957.0,220460.0
2023-02-17,220542.0,18087764.0,220542.0
2023-02-18,220619.0,18112549.0,220619.0
2023-02-19,220678.0,18112549.0,220678.0
2023-02-20,220752.0,18132162.0,220752.0
2023-02-21,220809.0,18147675.0,220809.0
2023-02-22,220889.0,18165390.0,220889.0
2023-02-23,220961.0,18180754.0,220961.0
2023-02-24,221039.0,18198077.0,221039.0
2023-02-25,221110.0,18206715.0,221110.0
2023-02-26,221193.0,18223426.0,221193.0
2023-02-27,221268.0,18242019.0,221268.0
2023-02-28,221336.0,18256407.0,221336.0
2023-03-01,221416.0,18273775.0,221416.0
2023-03-02,221516.0,18291018.0,221516.0
2023-03-03,221591.0,18310429.0,221591.0
2023-03-04,,18319276.0,
2023-03-05,,18333331.0,
2023-03-06,,18347830.0,
2023-03-07,,18355748.0,
2023-03-08,,18363774.0,
2023-03-09,,18378063.0,
2023-03-10,,18390482.0,
2023-03-11,,18390539.0,
2023-03-12,,18393645.0,
2023-03-13,,18403815.0,
2023-03-14,,18408420.0,
2023-03-15,,18410693.0,
2023-03-16,,18415895.0,
2023-03-17,,18417807.0,
2023-03-18,,18419158.0,
2023-03-19,,18419158.0,
2023-03-20,,18421597.0,
2023-03-21,,18423782.0,
2023-03-22,,18425585.0,
2023-03-23,,18427403.0,
2023-03-24,,18429305.0,
2023-03-25,,18429305.0,
2023-03-26,,18429305.0,
2023-03-27,,18431230.0,
